OrderID,ProductLineName,OrderNumber,CustomerID,CustomerAccountID,OrderDate,OrderStatus,SubTotal,TaxAmount,OrderTotal,PaymentMethod,IsoCurrencyCode,CreatedBy
b64a0d39-4dd0-412c-8959-ebe70af2256f,Kitchen,D200025,CID-001,CA-0002,2025-11-13,Completed,1839.84,110.4,1950.24,VISA,USD,SampleGen
9171bdad-5bb6-4abb-8726-0b170723230b,Kitchen,D200026,CID-001,CA-0002,2025-11-23,Completed,6011.8,360.72,6372.52,VISA,USD,SampleGen
92d54da8-4314-4bc1-9bd6-7d448676cac5,Kitchen,D200027,CID-001,CA-0002,2025-12-23,Completed,2183.84,131.04,2314.88,MC,USD,SampleGen
ef36b35a-9db1-4fc9-a6f2-9e54782813ec,Kitchen,D200028,CID-001,CA-0002,2025-12-02,Completed,771.8,46.32,818.12,MC,USD,SampleGen
b2ff3aab-c0e6-49e0-8e1a-67203609ba11,Kitchen,D200029,CID-001,CA-0002,2025-12-18,Completed,2659.86,159.6,2819.46,Discover,USD,SampleGen
526fcf0e-4d7a-4b39-a62f-a429e119a2ad,Kitchen,D200030,CID-001,CA-0002,2026-01-09,Completed,949.8,57.0,1006.8,VISA,USD,SampleGen
02e5e5e1-f65c-4918-99a3-31a8383cb308,Kitchen,D200031,CID-001,CA-0002,2026-01-05,Completed,869.86,52.2,922.06,AmEx,USD,SampleGen
9f0099a5-0b76-41da-bbe6-9d4459bc72f0,Kitchen,D200032,CID-001,CA-0002,2026-01-12,Completed,823.84,49.44,873.28,VISA,USD,SampleGen
5962fa15-db8c-4933-b76a-283fe0ff0f93,Kitchen,D200033,CID-001,CA-0002,2026-02-23,Completed,1445.74,86.76,1532.5,MC,USD,SampleGen
8621bc4c-d423-46db-bdae-4d82d4994b1c,Kitchen,D200034,CID-001,CA-0002,2026-02-19,Pending,2243.9,134.64,2378.54,Discover,USD,SampleGen
8d4e5662-b041-443d-849a-370e3d66d352,Kitchen,D200035,CID-001,CA-0002,2026-02-15,Pending,4883.8,293.04,5176.84,AmEx,USD,SampleGen
46739090-db26-4316-b738-9250667aab51,Kitchen,D200036,CID-001,CA-0002,2026-02-06,Completed,3487.86,209.28,3697.14,MC,USD,SampleGen
c0d301f1-6b47-4c92-b3de-4f124880889f,Kitchen,D200037,CID-001,CA-0002,2026-03-01,Cancelled,1191.9,71.52,1263.42,MC,USD,SampleGen
356a6fe2-df51-4f0d-bf17-1a2d52fe68cb,Kitchen,D200038,CID-001,CA-0002,2026-03-30,Completed,1039.84,62.4,1102.24,MC,USD,SampleGen
addf5333-b492-44d6-aafe-f22b0713ce9e,Kitchen,D200039,CID-001,CA-0002,2026-03-30,Completed,3107.82,186.48,3294.3,AmEx,USD,SampleGen
782a3020-9f72-4156-bb35-9244330bcd76,Kitchen,D200040,CID-001,CA-0002,2026-03-20,Pending,1777.76,106.68,1884.44,VISA,USD,SampleGen
2be06207-f2f5-4c8c-b314-e5f2f2e13f53,Kitchen,D200041,CID-001,CA-0002,2026-04-18,Pending,1979.8,118.8,2098.6,VISA,USD,SampleGen
af042ec7-8574-427b-a4fe-79888f715e6a,Kitchen,D200042,CID-001,CA-0002,2026-04-10,Completed,3581.86,214.92,3796.78,AmEx,USD,SampleGen
5ca677e2-c17f-4fcf-b17b-61e73fce6db2,Kitchen,D200043,CID-001,CA-0002,2026-04-27,Completed,2765.88,165.96,2931.84,VISA,USD,SampleGen
75ef42f3-0f80-4577-9273-601ca7a27dbf,Kitchen,D200044,CID-001,CA-0002,2026-04-29,Pending,4393.76,263.64,4657.4,AmEx,USD,SampleGen
4d8b46ff-80b3-4304-9491-b5e6067ff8f4,Kitchen,D200045,CID-001,CA-0002,2026-04-07,Pending,1563.72,93.84,1657.56,AmEx,USD,SampleGen
f31ee080-e5dc-4c69-a27f-6e1db1206144,Kitchen,D200046,CID-002,CA-0004,2025-01-10,Completed,911.84,54.72,966.56,VISA,USD,SampleGen
bdc520a3-caba-47aa-80a9-4285dd05f4ae,Kitchen,D200047,CID-002,CA-0004,2025-05-16,Completed,491.92,29.52,521.44,VISA,USD,SampleGen
ebd17ad7-a28f-477b-9e20-bbe2b85b7b84,Kitchen,D200048,CID-002,CA-0004,2025-10-31,Completed,679.8,40.8,720.6,MC,USD,SampleGen
2ea729ed-7b28-477b-bc4b-8c3e9f7119c1,Kitchen,D200049,CID-002,CA-0004,2025-11-09,Completed,447.88,26.88,474.76,AmEx,USD,SampleGen
0bea4c2b-d440-49cc-b5c2-54a83adbbd9a,Kitchen,D200050,CID-002,CA-0004,2025-12-07,Completed,357.86,21.48,379.34,VISA,USD,SampleGen
82d74bc6-a1c5-4f82-b74e-1bb92c390c3a,Kitchen,D200051,CID-002,CA-0004,2026-02-04,Completed,635.9,38.16,674.06,VISA,USD,SampleGen
0f71aecd-0616-466b-9595-1fc5fc2222b4,Kitchen,D200052,CID-002,CA-0004,2026-03-22,Completed,6815.84,408.96,7224.8,MC,USD,SampleGen
99fb8897-bd17-48aa-92e4-1aafff227c5f,Kitchen,D200053,CID-003,CA-0006,2025-01-04,Completed,2951.78,177.12,3128.9,PayPal,USD,SampleGen
d00710c6-c3f5-4207-9d80-e51e13ab33ab,Kitchen,D200054,CID-003,CA-0006,2025-02-08,Completed,1167.86,70.08,1237.94,AmEx,USD,SampleGen
7a6241be-cdbd-4854-b0c7-aafa8e77a062,Kitchen,D200055,CID-003,CA-0006,2025-03-23,Completed,1899.9,114.0,2013.9,VISA,USD,SampleGen
1551479c-88ee-491c-ae4b-f73002e359bd,Kitchen,D200056,CID-003,CA-0006,2025-04-23,Cancelled,487.84,29.28,517.12,MC,USD,SampleGen
2b7c5511-bb15-4da5-81eb-1dde11f485c0,Kitchen,D200057,CID-003,CA-0006,2025-04-03,Completed,1339.74,80.4,1420.14,VISA,USD,SampleGen
91beae5d-f2a8-42e8-98a0-f82634b32323,Kitchen,D200058,CID-003,CA-0006,2025-05-05,Cancelled,915.8,54.96,970.76,MC,USD,SampleGen
f4191b56-fe3b-4b6e-b8a2-fb2dc831f0d0,Kitchen,D200059,CID-003,CA-0006,2025-06-27,Completed,679.9,40.8,720.7,VISA,USD,SampleGen
f2f0bbbe-c85b-4777-97eb-52d98a556a06,Kitchen,D200060,CID-003,CA-0006,2025-07-30,Completed,967.76,58.08,1025.84,AmEx,USD,SampleGen
59a29910-0034-4141-a741-bdb25098ccfa,Kitchen,D200061,CID-003,CA-0006,2025-07-11,Completed,741.86,44.52,786.38,MC,USD,SampleGen
c097040b-5139-4b00-9b9f-0ac0a5c3f58b,Kitchen,D200062,CID-003,CA-0006,2025-08-25,Completed,557.78,33.48,591.26,MC,USD,SampleGen
2fcc3929-fd58-470d-a06f-f34d6c11abd3,Kitchen,D200063,CID-003,CA-0006,2025-08-30,Pending,3085.76,185.16,3270.92,VISA,USD,SampleGen
29e96e5c-8d8a-42e7-83df-69be0e6a6884,Kitchen,D200064,CID-003,CA-0006,2025-09-03,Shipped,669.8,40.2,710.0,Discover,USD,SampleGen
e044010e-8339-4122-b408-ae2421e2de49,Kitchen,D200065,CID-003,CA-0006,2025-09-15,Completed,2963.88,177.84,3141.72,MC,USD,SampleGen
39bf895f-a792-4b8a-aad3-0caac5a14ead,Kitchen,D200066,CID-003,CA-0006,2025-10-28,Completed,839.92,50.4,890.32,PayPal,USD,SampleGen
48fa85e7-c850-4ef5-84ad-fd6dd6e7729b,Kitchen,D200067,CID-003,CA-0006,2025-10-14,Completed,4131.82,247.92,4379.74,VISA,USD,SampleGen
f12c250f-9e04-4973-bd54-d4f3015d75e1,Kitchen,D200068,CID-003,CA-0006,2025-11-12,Completed,2819.86,169.2,2989.06,PayPal,USD,SampleGen
36d3fa1a-c53d-4d24-ba99-7355a620d776,Kitchen,D200069,CID-003,CA-0006,2025-11-22,Completed,1679.88,100.8,1780.68,AmEx,USD,SampleGen
80390b79-0b03-48a0-9a2e-63197b988fc9,Kitchen,D200070,CID-003,CA-0006,2025-12-07,Shipped,3767.78,226.08,3993.86,VISA,USD,SampleGen
78890157-bc5e-42fe-88cc-a734e825e343,Kitchen,D200071,CID-003,CA-0006,2025-12-08,Completed,1299.86,78.0,1377.86,VISA,USD,SampleGen
11b26aa4-d7e4-439e-bcd8-2b90655a087d,Kitchen,D200072,CID-003,CA-0006,2026-01-29,Completed,2083.74,125.04,2208.78,PayPal,USD,SampleGen
c2a88771-9d19-4620-8360-e66dffdbe8aa,Kitchen,D200073,CID-003,CA-0006,2026-01-21,Completed,1147.88,68.88,1216.76,VISA,USD,SampleGen
7d94a46b-829f-4f93-953d-5b2589fdd99b,Kitchen,D200074,CID-003,CA-0006,2026-02-03,Shipped,1883.8,113.04,1996.84,MC,USD,SampleGen
9ae0053e-b1cd-4e45-aed0-2594df06210d,Kitchen,D200075,CID-003,CA-0006,2026-02-25,Completed,1299.9,78.0,1377.9,MC,USD,SampleGen
32840e44-d466-4e20-809d-8d03e6c874c7,Kitchen,D200076,CID-003,CA-0006,2026-02-13,Completed,1079.84,64.8,1144.64,VISA,USD,SampleGen
0582df23-518c-4758-a74b-30108137fb82,Kitchen,D200077,CID-003,CA-0006,2026-03-16,Completed,999.9,60.0,1059.9,VISA,USD,SampleGen
6a9df49a-1c93-488c-82b0-6f6c52a45819,Kitchen,D200078,CID-003,CA-0006,2026-03-29,Completed,2363.84,141.84,2505.68,MC,USD,SampleGen
a85dde32-bdce-40ad-b4fc-ab460a996129,Kitchen,D200079,CID-003,CA-0006,2026-04-23,Completed,775.86,46.56,822.42,Discover,USD,SampleGen
f9009177-58e6-4417-b5e2-899c08aa514c,Kitchen,D200080,CID-003,CA-0006,2026-04-03,Completed,951.84,57.12,1008.96,AmEx,USD,SampleGen
ece36add-f557-40ed-bf67-1152eeaae249,Kitchen,D200081,CID-003,CA-0006,2026-04-09,Shipped,3743.8,224.64,3968.44,MC,USD,SampleGen
efbb4629-4d59-4ef1-850e-caabcd71093e,Kitchen,D200082,CID-004,CA-0008,2025-01-15,Completed,3305.82,198.36,3504.18,VISA,USD,SampleGen
7e18761f-120a-4790-95f0-39c6e939787f,Kitchen,D200083,CID-004,CA-0008,2025-07-05,Completed,3249.8,195.0,3444.8,AmEx,USD,SampleGen
6fa88291-9d8f-46a9-b3ba-7b05c33ce19b,Kitchen,D200084,CID-004,CA-0008,2025-08-28,Completed,4277.78,256.68,4534.46,VISA,USD,SampleGen
3aaac92d-0cb9-4188-ae2f-b69a22ff765a,Kitchen,D200085,CID-004,CA-0008,2025-09-25,Completed,495.84,29.76,525.6,AmEx,USD,SampleGen
1078fd5b-cb5b-472d-8e3f-3236faa59e22,Kitchen,D200086,CID-004,CA-0008,2026-04-08,Shipped,453.86,27.24,481.1,MC,USD,SampleGen
fa764dc1-98c4-43be-bd94-ced427eecbb6,Kitchen,D200087,CID-005,CA-0010,2025-02-05,Completed,653.86,39.24,693.1,MC,USD,SampleGen
3b0241b6-393c-4c0a-9242-792018546779,Kitchen,D200088,CID-005,CA-0010,2025-03-19,Completed,1239.9,74.4,1314.3,VISA,USD,SampleGen
de21e34e-d339-4b46-9d92-ab2860afaace,Kitchen,D200089,CID-005,CA-0010,2025-04-09,Shipped,3569.74,214.2,3783.94,VISA,USD,SampleGen
d3c76e84-a298-48ae-950c-e33b82015220,Kitchen,D200090,CID-005,CA-0010,2025-05-11,Completed,4483.8,269.04,4752.84,VISA,USD,SampleGen
bf913edf-f024-4b20-b1fc-fdcab985759b,Kitchen,D200091,CID-005,CA-0010,2025-06-13,Cancelled,737.88,44.28,782.16,MC,USD,SampleGen
341ac8a1-0e0f-4564-81a5-b8612e38682a,Kitchen,D200092,CID-005,CA-0010,2025-07-24,Completed,319.86,19.2,339.06,PayPal,USD,SampleGen
c49b39ed-8ba4-47f9-98fc-7aae7c0939c1,Kitchen,D200093,CID-005,CA-0010,2025-08-03,Shipped,1977.74,118.68,2096.42,Discover,USD,SampleGen
80958ad3-bb72-4461-be85-f08bc0f24268,Kitchen,D200094,CID-005,CA-0010,2025-09-20,Completed,1595.82,95.76,1691.58,VISA,USD,SampleGen
e07c9558-a1fc-458d-935d-597c5cce47df,Kitchen,D200095,CID-005,CA-0010,2025-09-09,Completed,1079.88,64.8,1144.68,VISA,USD,SampleGen
7ab80d55-49e7-407a-a8da-edf6f8facfd2,Kitchen,D200096,CID-005,CA-0010,2025-10-10,Completed,4407.78,264.48,4672.26,VISA,USD,SampleGen
9e5ab217-dcf0-4589-9d1b-4075a41d49fc,Kitchen,D200097,CID-005,CA-0010,2025-11-13,Shipped,2475.82,148.56,2624.38,MC,USD,SampleGen
afb6ded3-9451-45b9-a12b-b44d1f5b957e,Kitchen,D200098,CID-005,CA-0010,2025-11-07,Completed,3839.84,230.4,4070.24,VISA,USD,SampleGen
cff3c3a9-c433-45b9-bec4-ea43de73c621,Kitchen,D200099,CID-005,CA-0010,2025-12-23,Pending,4487.8,269.28,4757.08,AmEx,USD,SampleGen
8235a437-69d2-4dab-b790-6e6030351f52,Kitchen,D200100,CID-005,CA-0010,2025-12-17,Completed,447.88,26.88,474.76,MC,USD,SampleGen
a3f71929-df4a-46b6-9c59-8a4d76929659,Kitchen,D200101,CID-005,CA-0010,2026-01-18,Completed,723.82,43.44,767.26,VISA,USD,SampleGen
4ed3e140-3fa7-45b0-a025-9ac9b593c733,Kitchen,D200102,CID-005,CA-0010,2026-01-24,Completed,3539.78,212.4,3752.18,PayPal,USD,SampleGen
daf7b040-d120-4230-a6f6-d46fac7945c9,Kitchen,D200103,CID-005,CA-0010,2026-02-16,Pending,4999.76,300.0,5299.76,MC,USD,SampleGen
e7b72aa6-4b3d-4c00-9f45-d9c16686627e,Kitchen,D200104,CID-005,CA-0010,2026-03-29,Completed,1935.76,116.16,2051.92,VISA,USD,SampleGen
2a9daa15-0f1a-46f1-a16f-272919390678,Kitchen,D200105,CID-005,CA-0010,2026-03-09,Completed,1079.88,64.8,1144.68,AmEx,USD,SampleGen
4253e629-7f57-43ec-9bb7-19d5ba9a3606,Kitchen,D200106,CID-005,CA-0010,2026-04-30,Completed,2827.9,169.68,2997.58,VISA,USD,SampleGen
ba8f3fa3-93a3-421b-b139-2b62491fe8dd,Kitchen,D200107,CID-005,CA-0010,2026-04-28,Completed,2667.76,160.08,2827.84,PayPal,USD,SampleGen
e82d0409-bb53-41f1-9b3b-b2e5a05cc70c,Kitchen,D200108,CID-006,CA-0012,2025-01-24,Completed,587.84,35.28,623.12,AmEx,USD,SampleGen
aec46cc7-728a-4ed4-afa7-a77e0da871be,Kitchen,D200109,CID-006,CA-0012,2025-02-22,Completed,3485.8,209.16,3694.96,PayPal,USD,SampleGen
18b86113-57fd-4a6a-bdae-0ee474ec3904,Kitchen,D200110,CID-006,CA-0012,2025-03-27,Completed,899.9,54.0,953.9,AmEx,USD,SampleGen
7509dd11-d4e5-4a52-9b69-b17c058765af,Kitchen,D200111,CID-006,CA-0012,2025-04-21,Completed,1491.76,89.52,1581.28,MC,USD,SampleGen
bcd893a5-3c3b-42e0-be0c-ed06fb88924b,Kitchen,D200112,CID-006,CA-0012,2025-04-24,Completed,2217.72,133.08,2350.8,AmEx,USD,SampleGen
6ec1cc40-c3dc-4768-8827-ca2b6392cccc,Kitchen,D200113,CID-006,CA-0012,2025-05-24,Completed,2023.76,121.44,2145.2,PayPal,USD,SampleGen
0931c168-87a4-49e2-b253-bb6025755fc0,Kitchen,D200114,CID-006,CA-0012,2025-06-24,Completed,1901.9,114.12,2016.02,MC,USD,SampleGen
188913d4-4218-4db6-839b-d687c44139ef,Kitchen,D200115,CID-006,CA-0012,2025-06-23,Completed,807.84,48.48,856.32,MC,USD,SampleGen
e7f9c9c9-3a39-4520-a539-def67db43222,Kitchen,D200116,CID-006,CA-0012,2025-07-16,Completed,671.9,40.32,712.22,VISA,USD,SampleGen
f2bc5985-403a-4dec-8d2b-f2f42cd56f2a,Kitchen,D200117,CID-006,CA-0012,2025-08-18,Completed,1275.84,76.56,1352.4,AmEx,USD,SampleGen
f9c795da-2f96-475b-b2ed-78e64599037f,Kitchen,D200118,CID-006,CA-0012,2025-08-21,Completed,1213.74,72.84,1286.58,VISA,USD,SampleGen
e4f38ac8-4670-48fd-bffc-18d291ef94e6,Kitchen,D200119,CID-006,CA-0012,2025-09-04,Cancelled,949.78,57.0,1006.78,VISA,USD,SampleGen
61248a8b-57f5-4844-acd0-e0e46f179fb8,Kitchen,D200120,CID-006,CA-0012,2025-09-08,Completed,1923.84,115.44,2039.28,PayPal,USD,SampleGen
28bfe1db-bc8b-440d-8a7f-1f8af8423068,Kitchen,D200121,CID-006,CA-0012,2025-10-30,Completed,2175.84,130.56,2306.4,VISA,USD,SampleGen
f1477794-9f77-4bd6-ac42-9ba6c16beb90,Kitchen,D200122,CID-006,CA-0012,2025-11-19,Completed,1703.88,102.24,1806.12,PayPal,USD,SampleGen
9e64c2c8-474b-4bd2-a061-42e9b4b8db67,Kitchen,D200123,CID-006,CA-0012,2025-11-08,Completed,4915.78,294.96,5210.74,Discover,USD,SampleGen
3bf62ac4-1925-41b1-ab29-f66c8a18b7f9,Kitchen,D200124,CID-006,CA-0012,2025-12-22,Completed,5363.72,321.84,5685.56,VISA,USD,SampleGen
7b409d67-fd3e-43d1-952b-ef4b44551f83,Kitchen,D200125,CID-006,CA-0012,2025-12-21,Shipped,1349.88,81.0,1430.88,VISA,USD,SampleGen
aaae8c46-0039-4e92-9761-7d8e160149a1,Kitchen,D200126,CID-006,CA-0012,2026-01-13,Shipped,727.88,43.68,771.56,VISA,USD,SampleGen
f6da8365-7b22-46e9-a4d0-6996c1702451,Kitchen,D200127,CID-006,CA-0012,2026-01-25,Completed,2243.9,134.64,2378.54,MC,USD,SampleGen
68670bbe-9e19-403f-b257-fa952d1369ef,Kitchen,D200128,CID-006,CA-0012,2026-02-25,Cancelled,387.92,23.28,411.2,AmEx,USD,SampleGen
7fccd52c-d8e8-48bd-baa3-f6ec8eb65027,Kitchen,D200129,CID-006,CA-0012,2026-02-14,Completed,783.86,47.04,830.9,AmEx,USD,SampleGen
2c2a883f-21ce-4168-9641-82f3fdf005f8,Kitchen,D200130,CID-006,CA-0012,2026-02-17,Completed,1313.88,78.84,1392.72,VISA,USD,SampleGen
b4def979-fa0b-4eb5-a245-2d2f00e4378f,Kitchen,D200131,CID-006,CA-0012,2026-03-26,Completed,1271.9,76.32,1348.22,MC,USD,SampleGen
89d0779c-b792-49f8-9847-2575d3400d26,Kitchen,D200132,CID-006,CA-0012,2026-03-03,Shipped,2047.8,122.88,2170.68,MC,USD,SampleGen
715481d2-5e84-44cb-8cee-329f33268e6c,Kitchen,D200133,CID-006,CA-0012,2026-03-25,Completed,5005.78,300.36,5306.14,VISA,USD,SampleGen
79294ff6-586b-49a8-ba74-ad23a9458f78,Kitchen,D200134,CID-006,CA-0012,2026-04-18,Completed,263.88,15.84,279.72,VISA,USD,SampleGen
454b3fc2-2294-4512-b92e-ffb577867b32,Kitchen,D200135,CID-006,CA-0012,2026-04-25,Completed,253.86,15.24,269.1,MC,USD,SampleGen
c960e3ce-8d37-4c89-824f-54dabe784df9,Kitchen,D200136,CID-007,CA-1477,2025-06-15,Completed,2467.76,148.08,2615.84,VISA,USD,SampleGen
cf5bfa5f-0112-45bf-8376-c7b5a25c62ce,Kitchen,D200137,CID-007,CA-1477,2025-08-03,Completed,3373.82,202.44,3576.26,Discover,USD,SampleGen
cbeb773d-5854-456b-834c-5118a13aa79d,Kitchen,D200138,CID-007,CA-1477,2025-11-23,Cancelled,2827.9,169.68,2997.58,MC,USD,SampleGen
30ee404e-6a68-44d5-b136-0a629129113d,Kitchen,D200139,CID-007,CA-1477,2026-01-14,Completed,403.92,24.24,428.16,MC,USD,SampleGen
4a7d70d1-0ff1-44c0-b64f-10e0a9955382,Kitchen,D200140,CID-007,CA-1477,2026-04-06,Completed,4083.8,245.04,4328.84,PayPal,USD,SampleGen
b3be1298-a81f-4aaf-9ec2-f153d6355095,Kitchen,D200141,CID-008,CA-0015,2025-01-23,Pending,483.88,29.04,512.92,VISA,USD,SampleGen
69b95817-f686-48c3-8710-324caeefa3ba,Kitchen,D200142,CID-008,CA-0015,2025-02-09,Cancelled,1475.76,88.56,1564.32,MC,USD,SampleGen
793b2013-ff27-4d10-86bb-8fc8f83bb621,Kitchen,D200143,CID-008,CA-0015,2025-03-05,Pending,739.84,44.4,784.24,MC,USD,SampleGen
bb19ea24-a0a0-42ca-806e-341077837365,Kitchen,D200144,CID-008,CA-0015,2025-04-13,Completed,969.9,58.2,1028.1,VISA,USD,SampleGen
0cef405f-36fc-49e5-8230-bffee4cd4f19,Kitchen,D200145,CID-008,CA-0015,2025-05-24,Completed,375.88,22.56,398.44,MC,USD,SampleGen
64e20990-e5c9-4236-a5cf-c47a39947837,Kitchen,D200146,CID-008,CA-0015,2025-06-29,Completed,5383.84,323.04,5706.88,VISA,USD,SampleGen
6cefc707-9e77-4bc9-a9b1-6c409827d003,Kitchen,D200147,CID-008,CA-0015,2025-07-23,Completed,1267.82,76.08,1343.9,VISA,USD,SampleGen
242970d7-97b7-4784-a310-e8abb381b078,Kitchen,D200148,CID-008,CA-0015,2025-07-18,Completed,1519.92,91.2,1611.12,AmEx,USD,SampleGen
085aae9f-8806-4042-9101-60d4e2dcf8e4,Kitchen,D200149,CID-008,CA-0015,2025-08-30,Completed,2463.92,147.84,2611.76,VISA,USD,SampleGen
8414a83c-8b18-4d0e-b5ea-96f54366b514,Kitchen,D200150,CID-008,CA-0015,2025-09-05,Completed,3077.8,184.68,3262.48,VISA,USD,SampleGen
e4d6d1b6-6782-450d-912e-79d534b728c9,Kitchen,D200151,CID-008,CA-0015,2025-10-05,Completed,551.88,33.12,585.0,VISA,USD,SampleGen
ef8ce2db-2af8-49e0-8daa-0e2577f7af7b,Kitchen,D200152,CID-008,CA-0015,2025-10-27,Completed,1269.74,76.2,1345.94,Discover,USD,SampleGen
0491535a-efd6-44e4-b336-c6b1f876bfa6,Kitchen,D200153,CID-008,CA-0015,2025-11-21,Cancelled,527.88,31.68,559.56,AmEx,USD,SampleGen
21151ef3-b638-4040-903a-e58769b35e50,Kitchen,D200154,CID-008,CA-0015,2025-11-30,Pending,1127.74,67.68,1195.42,MC,USD,SampleGen
409f3230-5701-408a-a08b-567f8df9790c,Kitchen,D200155,CID-008,CA-0015,2025-12-13,Completed,4067.76,244.08,4311.84,PayPal,USD,SampleGen
8f2a88f7-50ba-4baf-a539-3b1c51765143,Kitchen,D200156,CID-008,CA-0015,2025-12-29,Completed,1427.82,85.68,1513.5,PayPal,USD,SampleGen
7e794150-f8a7-43a5-bcbf-c0b785432363,Kitchen,D200157,CID-008,CA-0015,2026-01-14,Completed,2251.74,135.12,2386.86,MC,USD,SampleGen
a9fef804-d7b0-4d64-9e7b-78d143f631a5,Kitchen,D200158,CID-008,CA-0015,2026-01-15,Completed,3339.74,200.4,3540.14,Discover,USD,SampleGen
d347617a-d6eb-44ea-bdc2-203d6ac07b39,Kitchen,D200159,CID-008,CA-0015,2026-02-24,Completed,2153.76,129.24,2283.0,Discover,USD,SampleGen
7502d3ef-1647-4560-a631-c5c4447383f1,Kitchen,D200160,CID-008,CA-0015,2026-02-23,Completed,4927.84,295.68,5223.52,VISA,USD,SampleGen
