InvoiceID,InvoiceNumber,CustomerID,OrderID,InvoiceDate,DueDate,SubTotal,TaxAmount,TotalAmount,InvoiceStatus,CreatedBy
INV-de458652-dcd2-4cde-863d-c6080fe061cc,IS300014,CID-007,de458652-dcd2-4cde-863d-c6080fe061cc,2026-04-19,2026-05-19,789.97,69.12,859.09,Paid,SampleGen
INV-97b30300-2b0d-47f5-a945-368c19c6e2a0,IS300015,CID-008,97b30300-2b0d-47f5-a945-368c19c6e2a0,2025-11-16,2025-12-16,1449.97,126.87,1576.84,Paid,SampleGen
INV-2066a88a-4d5c-4e84-96da-dfc2246792d8,IS300016,CID-008,2066a88a-4d5c-4e84-96da-dfc2246792d8,2025-10-15,2025-11-14,2089.94,182.87,2272.81,Paid,SampleGen
INV-5fbe64e7-27a1-4eb0-a594-ae2d24242b07,IS300017,CID-008,5fbe64e7-27a1-4eb0-a594-ae2d24242b07,2025-12-31,2026-01-30,2099.96,183.75,2283.71,Paid,SampleGen
INV-1fdaadff-ed1b-4262-a032-c4350d679c39,IS300018,CID-008,1fdaadff-ed1b-4262-a032-c4350d679c39,2025-11-25,2025-12-25,3599.94,315.0,3914.94,Paid,SampleGen
INV-5b63b9f8-32a1-4558-95dd-2062c6440ff3,IS300019,CID-008,5b63b9f8-32a1-4558-95dd-2062c6440ff3,2025-11-28,2025-12-28,3059.94,267.75,3327.69,Paid,SampleGen
INV-a8aae055-8cfc-4569-a05f-b510af4b92e3,IS300020,CID-009,a8aae055-8cfc-4569-a05f-b510af4b92e3,2025-03-26,2025-04-25,399.99,35.0,434.99,Paid,SampleGen
INV-2bc34b46-13b0-49df-a0f1-c5acdc8b4e2f,IS300021,CID-010,2bc34b46-13b0-49df-a0f1-c5acdc8b4e2f,2025-07-19,2025-08-18,889.96,77.87,967.83,Paid,SampleGen
INV-24784a55-bc53-44cc-8b0a-8de0777b1d81,IS300022,CID-010,24784a55-bc53-44cc-8b0a-8de0777b1d81,2025-03-12,2025-04-11,789.96,69.12,859.08,Paid,SampleGen
INV-f8c50b36-8fd1-43a9-bad6-9449d5692825,IS300023,CID-010,f8c50b36-8fd1-43a9-bad6-9449d5692825,2026-03-02,2026-04-01,1199.94,105.0,1304.94,Paid,SampleGen
INV-af91995b-8c16-4c8e-896c-a8243435a3af,IS300024,CID-010,af91995b-8c16-4c8e-896c-a8243435a3af,2025-03-22,2025-04-21,1909.94,167.12,2077.06,Paid,SampleGen
INV-81b20e8d-b65e-4217-90c0-42a77de8004d,IS300025,CID-010,81b20e8d-b65e-4217-90c0-42a77de8004d,2025-01-11,2025-02-10,2629.94,230.12,2860.06,Paid,SampleGen
INV-f16df708-759e-426d-ae92-790442e4df85,IS300026,CID-010,f16df708-759e-426d-ae92-790442e4df85,2025-02-10,2025-03-12,2099.94,183.74,2283.68,Paid,SampleGen
INV-c7b0baa0-e826-4c97-b57e-5b94762fada4,IS300027,CID-010,c7b0baa0-e826-4c97-b57e-5b94762fada4,2025-12-19,2026-01-18,499.98,43.75,543.73,Paid,SampleGen
INV-fdf7bce1-782c-419d-99a2-43bc17a1b482,IS300028,CID-010,fdf7bce1-782c-419d-99a2-43bc17a1b482,2025-04-16,2025-05-16,349.99,30.62,380.61,Paid,SampleGen
INV-2c0e3a8d-a13b-43e7-98cb-6cea54bee63f,IS300029,CID-010,2c0e3a8d-a13b-43e7-98cb-6cea54bee63f,2026-04-04,2026-05-04,1959.96,171.5,2131.46,Paid,SampleGen
INV-c3a07583-5b92-4d0b-972d-46bfb142de8d,IS300030,CID-010,c3a07583-5b92-4d0b-972d-46bfb142de8d,2025-10-26,2025-11-25,2099.96,183.75,2283.71,Paid,SampleGen
INV-1884125c-2f2a-410e-a9e9-75c74a456da6,IS300031,CID-010,1884125c-2f2a-410e-a9e9-75c74a456da6,2025-09-22,2025-10-22,649.99,56.87,706.86,Paid,SampleGen
INV-e1c4a218-9d72-4784-b6fc-4d0eebcb265c,IS300032,CID-011,e1c4a218-9d72-4784-b6fc-4d0eebcb265c,2025-04-17,2025-05-17,1799.96,157.5,1957.46,Paid,SampleGen
INV-5d6643e2-f226-42a8-9b5a-98de5748c2fa,IS300033,CID-011,5d6643e2-f226-42a8-9b5a-98de5748c2fa,2026-03-05,2026-04-04,2249.96,196.87,2446.83,Paid,SampleGen
INV-94c9648d-4922-43e4-99bc-26789cbe8e41,IS300034,CID-012,94c9648d-4922-43e4-99bc-26789cbe8e41,2025-08-04,2025-09-03,759.96,66.5,826.46,Paid,SampleGen
INV-fe516c34-1603-427d-965e-adf4e4e3a3e5,IS300035,CID-012,fe516c34-1603-427d-965e-adf4e4e3a3e5,2025-10-19,2025-11-18,1459.97,127.75,1587.72,Paid,SampleGen
INV-95023716-dffe-4534-8101-ba4179db89c6,IS300036,CID-013,95023716-dffe-4534-8101-ba4179db89c6,2025-07-25,2025-08-24,2019.96,176.74,2196.7,Paid,SampleGen
INV-40f00e2f-814b-405e-b8b8-7f0405661a65,IS300037,CID-013,40f00e2f-814b-405e-b8b8-7f0405661a65,2026-02-01,2026-03-03,2119.96,185.5,2305.46,Paid,SampleGen
INV-571cbef7-f16b-4c87-9105-150895177fce,IS300038,CID-014,571cbef7-f16b-4c87-9105-150895177fce,2025-08-09,2025-09-08,1229.96,107.62,1337.58,Paid,SampleGen
INV-151eeb37-f796-4abc-8ba8-d11368f33a56,IS300039,CID-014,151eeb37-f796-4abc-8ba8-d11368f33a56,2025-11-26,2025-12-26,1099.97,96.25,1196.22,Paid,SampleGen
INV-0f33e41d-da26-4af6-8848-8c448d9b9431,IS300040,CID-015,0f33e41d-da26-4af6-8848-8c448d9b9431,2025-11-25,2025-12-25,1199.98,105.0,1304.98,Paid,SampleGen
INV-366a239c-ba0c-47c9-a52f-43862ba0e16a,IS300041,CID-016,366a239c-ba0c-47c9-a52f-43862ba0e16a,2025-01-31,2025-03-02,579.99,50.75,630.74,Paid,SampleGen
INV-9fb70b22-e507-4941-afe8-ee508f0175a1,IS300042,CID-016,9fb70b22-e507-4941-afe8-ee508f0175a1,2025-04-28,2025-05-28,699.96,61.25,761.21,Paid,SampleGen
INV-7d3f528a-ce0e-4b71-a07b-55801e1bffed,IS300043,CID-017,7d3f528a-ce0e-4b71-a07b-55801e1bffed,2026-01-05,2026-02-04,2779.97,243.25,3023.22,Paid,SampleGen
INV-15c2cded-e3c5-435a-8afc-35b94dcabb42,IS300044,CID-017,15c2cded-e3c5-435a-8afc-35b94dcabb42,2026-03-04,2026-04-03,719.96,63.0,782.96,Paid,SampleGen
INV-29032105-ab70-400c-86d2-d89ac74da763,IS300045,CID-017,29032105-ab70-400c-86d2-d89ac74da763,2025-10-22,2025-11-21,699.96,61.25,761.21,Paid,SampleGen
INV-87fa6ca8-d7a1-43be-9932-f26b3cecb9a9,IS300046,CID-017,87fa6ca8-d7a1-43be-9932-f26b3cecb9a9,2026-03-31,2026-04-30,689.95,60.37,750.32,Paid,SampleGen
INV-615bc463-9d1b-4635-b0bd-ab9b64ff8697,IS300047,CID-017,615bc463-9d1b-4635-b0bd-ab9b64ff8697,2025-11-06,2025-12-06,879.96,77.0,956.96,Paid,SampleGen
INV-ddca17b9-ff91-4a63-b8bb-593896a1f0c1,IS300048,CID-017,ddca17b9-ff91-4a63-b8bb-593896a1f0c1,2025-12-24,2026-01-23,3599.95,315.0,3914.95,Paid,SampleGen
INV-12761dd4-6f7b-4185-85bc-77ba3e4c033d,IS300049,CID-018,12761dd4-6f7b-4185-85bc-77ba3e4c033d,2025-11-25,2025-12-25,3029.96,265.12,3295.08,Paid,SampleGen
INV-26c3fe12-bf4e-46da-b164-e25e04f8d889,IS300050,CID-018,26c3fe12-bf4e-46da-b164-e25e04f8d889,2025-10-12,2025-11-11,1749.94,153.12,1903.06,Paid,SampleGen
INV-31f85c74-1c40-481f-998d-248741695f0c,IS300051,CID-018,31f85c74-1c40-481f-998d-248741695f0c,2025-02-14,2025-03-16,3509.95,307.12,3817.07,Paid,SampleGen
INV-4f53979a-d1fd-4c27-8a57-937fc7b4d0f2,IS300052,CID-019,4f53979a-d1fd-4c27-8a57-937fc7b4d0f2,2026-04-08,2026-05-08,159.98,14.0,173.98,Paid,SampleGen
INV-72cb64ca-ed08-45c2-a721-a4fa161f3c73,IS300053,CID-019,72cb64ca-ed08-45c2-a721-a4fa161f3c73,2025-04-23,2025-05-23,2899.94,253.74,3153.68,Paid,SampleGen
INV-f12171a6-3415-4885-8b54-039da47daed5,IS300054,CID-019,f12171a6-3415-4885-8b54-039da47daed5,2025-08-21,2025-09-20,204.98,17.93,222.91,Paid,SampleGen
INV-8c7aa3cf-ea0f-411b-9420-c2fca63fc128,IS300055,CID-019,8c7aa3cf-ea0f-411b-9420-c2fca63fc128,2025-06-02,2025-07-02,649.99,56.87,706.86,Paid,SampleGen
INV-8f825436-fde2-4c16-b6a0-5866654f4288,IS300056,CID-019,8f825436-fde2-4c16-b6a0-5866654f4288,2025-05-07,2025-06-06,929.95,81.37,1011.32,Paid,SampleGen
INV-971b451c-e30c-44be-b7a0-79d5233451f1,IS300057,CID-020,971b451c-e30c-44be-b7a0-79d5233451f1,2025-08-24,2025-09-23,559.94,49.0,608.94,Paid,SampleGen
INV-7f1e3d68-8280-4145-abfb-12ad1de55cea,IS300058,CID-020,7f1e3d68-8280-4145-abfb-12ad1de55cea,2026-02-03,2026-03-05,2599.98,227.5,2827.48,Paid,SampleGen
INV-3e66206e-6a77-448d-aea8-cda5b4731a90,IS300059,CID-020,3e66206e-6a77-448d-aea8-cda5b4731a90,2026-03-03,2026-04-02,1499.96,131.25,1631.21,Paid,SampleGen
INV-b20ed119-a2da-4971-bbdd-2b9ce0b0f35b,IS300060,CID-021,b20ed119-a2da-4971-bbdd-2b9ce0b0f35b,2025-01-06,2025-02-05,2399.95,210.0,2609.95,Paid,SampleGen
INV-21b1ac7c-0c3d-4c62-a7b8-39d9ceac7dd0,IS300061,CID-021,21b1ac7c-0c3d-4c62-a7b8-39d9ceac7dd0,2025-03-12,2025-04-11,499.95,43.75,543.7,Paid,SampleGen
INV-92726ff2-aff9-48f9-bab3-2e787a14f694,IS300062,CID-021,92726ff2-aff9-48f9-bab3-2e787a14f694,2025-04-26,2025-05-26,1389.93,121.62,1511.55,Paid,SampleGen
INV-7d58d305-78fe-4706-bb73-dab343ac1489,IS300063,CID-022,7d58d305-78fe-4706-bb73-dab343ac1489,2026-04-28,2026-05-28,2519.94,220.5,2740.44,Paid,SampleGen
INV-42b6048e-dc96-4c4d-b3b8-516772cae8e1,IS300064,CID-022,42b6048e-dc96-4c4d-b3b8-516772cae8e1,2025-03-09,2025-04-08,349.98,30.62,380.6,Paid,SampleGen
INV-caf16459-599d-42cd-8e4c-51d1fec67773,IS300065,CID-022,caf16459-599d-42cd-8e4c-51d1fec67773,2025-11-22,2025-12-22,3899.97,341.25,4241.22,Paid,SampleGen
INV-5c6975c3-f9df-4a75-9cfd-d2c576229482,IS300066,CID-023,5c6975c3-f9df-4a75-9cfd-d2c576229482,2025-02-28,2025-03-30,5399.94,472.5,5872.44,Paid,SampleGen
INV-365ffd9f-b36c-4f95-8bd1-de03521d7c4b,IS300067,CID-023,365ffd9f-b36c-4f95-8bd1-de03521d7c4b,2026-03-08,2026-04-07,719.97,63.0,782.97,Paid,SampleGen
INV-030fec1b-5cb2-4909-b44d-85be0377adb2,IS300068,CID-023,030fec1b-5cb2-4909-b44d-85be0377adb2,2026-03-13,2026-04-12,1679.96,147.0,1826.96,Paid,SampleGen
INV-bed3328b-9d8c-4991-8d8e-097349410cd0,IS300069,CID-024,bed3328b-9d8c-4991-8d8e-097349410cd0,2025-06-29,2025-07-29,1559.95,136.49,1696.44,Paid,SampleGen
INV-8dcdd448-26b0-4ab8-a429-fed105462bb2,IS300070,CID-024,8dcdd448-26b0-4ab8-a429-fed105462bb2,2025-05-17,2025-06-16,1039.95,90.99,1130.94,Paid,SampleGen
INV-f6905d15-7114-4b80-94c6-9e6645b02900,IS300071,CID-025,f6905d15-7114-4b80-94c6-9e6645b02900,2026-02-28,2026-03-30,3899.94,341.25,4241.19,Paid,SampleGen
INV-356e81ac-1a08-4cde-a2a0-9a71a626254b,IS300072,CID-026,356e81ac-1a08-4cde-a2a0-9a71a626254b,2025-04-29,2025-05-29,1239.93,108.49,1348.42,Paid,SampleGen
INV-830a74e1-6da5-4158-9306-0dd5dda6bbbe,IS300073,CID-026,830a74e1-6da5-4158-9306-0dd5dda6bbbe,2026-03-23,2026-04-22,1949.94,170.62,2120.56,Paid,SampleGen
INV-d5d49702-ee47-486f-8030-6b883a62110e,IS300074,CID-026,d5d49702-ee47-486f-8030-6b883a62110e,2025-09-04,2025-10-04,1299.96,113.75,1413.71,Paid,SampleGen
INV-53396006-616b-48ac-80a5-f1f8ec801e50,IS300075,CID-026,53396006-616b-48ac-80a5-f1f8ec801e50,2025-01-17,2025-02-16,3099.96,271.25,3371.21,Paid,SampleGen
INV-93df0ca9-7bde-46d8-8579-3e7991cdbf05,IS300076,CID-027,93df0ca9-7bde-46d8-8579-3e7991cdbf05,2026-04-16,2026-05-16,1029.97,90.12,1120.09,Paid,SampleGen
INV-ea7ae882-a57a-4495-b672-3f5c5894d3a4,IS300077,CID-028,ea7ae882-a57a-4495-b672-3f5c5894d3a4,2026-02-19,2026-03-21,2879.96,252.0,3131.96,Paid,SampleGen
INV-2f7236c3-a748-4354-877b-0cdd90187dbe,IS300078,CID-028,2f7236c3-a748-4354-877b-0cdd90187dbe,2025-07-23,2025-08-22,1299.98,113.75,1413.73,Paid,SampleGen
INV-664bfb2c-996f-46bc-958c-7e3570e47b42,IS300079,CID-028,664bfb2c-996f-46bc-958c-7e3570e47b42,2025-04-04,2025-05-04,1164.96,101.93,1266.89,Paid,SampleGen
INV-7afac1c7-4420-4722-b705-131874480122,IS300080,CID-028,7afac1c7-4420-4722-b705-131874480122,2025-08-02,2025-09-01,1539.96,134.75,1674.71,Paid,SampleGen
INV-d1dc2f7c-ca0b-49c0-90f3-79ec256d22fc,IS300081,CID-029,d1dc2f7c-ca0b-49c0-90f3-79ec256d22fc,2025-02-19,2025-03-21,3699.96,323.75,4023.71,Paid,SampleGen
INV-19765f1c-a65a-45e7-b2fd-e4bc8bd0762b,IS300082,CID-029,19765f1c-a65a-45e7-b2fd-e4bc8bd0762b,2025-10-10,2025-11-09,99.99,8.75,108.74,Paid,SampleGen
INV-74e7f8e7-1bef-4ec1-b2bd-4331b7eb8db4,IS300083,CID-030,74e7f8e7-1bef-4ec1-b2bd-4331b7eb8db4,2025-07-23,2025-08-22,1759.96,154.0,1913.96,Paid,SampleGen
INV-8bf3f1c0-5de0-4891-bbb5-2b7be11ebfa1,IS300084,CID-030,8bf3f1c0-5de0-4891-bbb5-2b7be11ebfa1,2025-01-21,2025-02-20,1259.97,110.25,1370.22,Paid,SampleGen
INV-1a48f7d2-4f2a-4e04-86d6-8b8c0ceb14a0,IS300085,CID-031,1a48f7d2-4f2a-4e04-86d6-8b8c0ceb14a0,2025-12-19,2026-01-18,2369.95,207.37,2577.32,Paid,SampleGen
INV-f654ba5c-fad0-457e-a392-da98f3f2c107,IS300086,CID-031,f654ba5c-fad0-457e-a392-da98f3f2c107,2025-01-20,2025-02-19,3249.95,284.37,3534.32,Paid,SampleGen
INV-4608792d-a4d9-4d5f-a387-1543a14aa9f4,IS300087,CID-031,4608792d-a4d9-4d5f-a387-1543a14aa9f4,2025-07-03,2025-08-02,119.98,10.5,130.48,Paid,SampleGen
INV-2ac2e9fe-35bd-40f9-982d-e4c3c2734704,IS300088,CID-032,2ac2e9fe-35bd-40f9-982d-e4c3c2734704,2025-09-30,2025-10-30,2599.98,227.5,2827.48,Paid,SampleGen
INV-530028d2-2a29-4ec3-bc30-c079d1a1a19f,IS300089,CID-032,530028d2-2a29-4ec3-bc30-c079d1a1a19f,2025-07-13,2025-08-12,349.97,30.62,380.59,Paid,SampleGen
INV-b725194a-b319-4513-8f82-688a06189d4e,IS300090,CID-033,b725194a-b319-4513-8f82-688a06189d4e,2026-03-17,2026-04-16,1659.94,145.25,1805.19,Paid,SampleGen
INV-e0280ca4-a997-4a72-9054-e411718e025f,IS300091,CID-033,e0280ca4-a997-4a72-9054-e411718e025f,2025-02-25,2025-03-27,349.99,30.62,380.61,Paid,SampleGen
INV-05101c8d-2ef1-4b79-abab-8cd9a80aedb2,IS300092,CID-034,05101c8d-2ef1-4b79-abab-8cd9a80aedb2,2025-09-21,2025-10-21,2699.95,236.24,2936.19,Paid,SampleGen
INV-b32cdf32-110a-4f25-b072-b6f60b28022e,IS300093,CID-035,b32cdf32-110a-4f25-b072-b6f60b28022e,2026-03-20,2026-04-19,469.97,41.12,511.09,Paid,SampleGen
INV-6357673e-2bed-4cdf-bdc1-c427aeb5c3a7,IS300094,CID-035,6357673e-2bed-4cdf-bdc1-c427aeb5c3a7,2026-01-22,2026-02-21,1299.96,113.75,1413.71,Paid,SampleGen
INV-4bd71b30-e136-4217-9ad7-64bf100288ad,IS300095,CID-036,4bd71b30-e136-4217-9ad7-64bf100288ad,2026-04-29,2026-05-29,1349.95,118.12,1468.07,Paid,SampleGen
INV-9b1b5bdd-e5f6-4ef5-905e-a934cf52835f,IS300096,CID-036,9b1b5bdd-e5f6-4ef5-905e-a934cf52835f,2025-11-21,2025-12-21,1609.94,140.87,1750.81,Paid,SampleGen
INV-f99b9b3c-f3f7-48fa-8d95-307ed431acac,IS300097,CID-036,f99b9b3c-f3f7-48fa-8d95-307ed431acac,2025-01-10,2025-02-09,649.99,56.87,706.86,Paid,SampleGen
INV-200e2d4a-f4e3-4158-8f84-501c8c00578a,IS300098,CID-036,200e2d4a-f4e3-4158-8f84-501c8c00578a,2026-02-16,2026-03-18,1189.95,104.12,1294.07,Paid,SampleGen
INV-1430bc77-6575-4ce4-840f-58ffa7995d90,IS300099,CID-036,1430bc77-6575-4ce4-840f-58ffa7995d90,2026-02-22,2026-03-24,849.97,74.37,924.34,Paid,SampleGen
INV-b14760c7-3e39-4335-ad70-cccd477ead97,IS300100,CID-037,b14760c7-3e39-4335-ad70-cccd477ead97,2025-06-09,2025-07-09,679.97,59.5,739.47,Paid,SampleGen
INV-51931190-ffb8-4117-9d09-0ce9d57474d8,IS300101,CID-037,51931190-ffb8-4117-9d09-0ce9d57474d8,2025-06-22,2025-07-22,469.93,41.12,511.05,Paid,SampleGen
INV-7dda6c6e-ecde-47ba-b69b-b4159fc93947,IS300102,CID-038,7dda6c6e-ecde-47ba-b69b-b4159fc93947,2025-10-17,2025-11-16,149.99,13.12,163.11,Paid,SampleGen
INV-4eeb8dd0-23a7-4f90-9532-726134bf5799,IS300103,CID-038,4eeb8dd0-23a7-4f90-9532-726134bf5799,2025-03-08,2025-04-07,689.96,60.37,750.33,Paid,SampleGen
INV-5f596873-8bd1-4fa3-b89e-876d4d970dd1,IS300104,CID-038,5f596873-8bd1-4fa3-b89e-876d4d970dd1,2025-01-24,2025-02-23,4019.94,351.75,4371.69,Paid,SampleGen
INV-a3c2be12-c17e-4484-9927-81c45eb5745c,IS300105,CID-038,a3c2be12-c17e-4484-9927-81c45eb5745c,2025-01-16,2025-02-15,639.97,56.0,695.97,Paid,SampleGen
INV-e993bc24-375a-45c3-a8bf-60ca43e089a0,IS300106,CID-039,e993bc24-375a-45c3-a8bf-60ca43e089a0,2025-08-07,2025-09-06,1549.97,135.62,1685.59,Paid,SampleGen
INV-1615aaa6-2792-494e-adb4-65963c51cddd,IS300107,CID-039,1615aaa6-2792-494e-adb4-65963c51cddd,2025-01-28,2025-02-27,59.99,5.25,65.24,Paid,SampleGen
INV-3ba8f8e4-9aa6-46ac-847d-5c3522437da6,IS300108,CID-039,3ba8f8e4-9aa6-46ac-847d-5c3522437da6,2025-01-30,2025-03-01,1299.97,113.75,1413.72,Paid,SampleGen
INV-9d8de068-439d-44c0-8161-0e9f61fbcd6c,IS300109,CID-039,9d8de068-439d-44c0-8161-0e9f61fbcd6c,2026-02-16,2026-03-18,1749.96,153.12,1903.08,Paid,SampleGen
INV-15d383d6-a332-4520-b4f9-854bf3726555,IS300110,CID-039,15d383d6-a332-4520-b4f9-854bf3726555,2026-01-15,2026-02-14,929.96,81.37,1011.33,Paid,SampleGen
INV-be461058-8777-4c78-8627-df4ebc7fc8f0,IS300111,CID-039,be461058-8777-4c78-8627-df4ebc7fc8f0,2025-09-23,2025-10-23,2449.95,214.37,2664.32,Paid,SampleGen
INV-bd059914-1801-4c45-ac67-a9a049da379c,IS300112,CID-040,bd059914-1801-4c45-ac67-a9a049da379c,2025-02-01,2025-03-03,349.99,30.62,380.61,Paid,SampleGen
INV-21e9962a-acce-4135-be89-0c2e65e59948,IS300113,CID-040,21e9962a-acce-4135-be89-0c2e65e59948,2025-10-10,2025-11-09,1899.94,166.25,2066.19,Paid,SampleGen
INV-e8785296-e8eb-498a-8004-c62c77b63cc5,IS300114,CID-040,e8785296-e8eb-498a-8004-c62c77b63cc5,2025-08-28,2025-09-27,1909.94,167.12,2077.06,Paid,SampleGen
INV-c617e940-79ad-4491-80c3-9b33e94ca95c,IS300115,CID-041,c617e940-79ad-4491-80c3-9b33e94ca95c,2026-01-24,2026-02-23,1809.94,158.37,1968.31,Paid,SampleGen
INV-c87028d7-e2f2-4963-844f-532844fe1950,IS300116,CID-041,c87028d7-e2f2-4963-844f-532844fe1950,2025-12-04,2026-01-03,2849.97,249.37,3099.34,Paid,SampleGen
INV-3be870e0-1f12-47da-b8e6-608765d08be1,IS300117,CID-041,3be870e0-1f12-47da-b8e6-608765d08be1,2025-10-12,2025-11-11,599.97,52.5,652.47,Paid,SampleGen
INV-fc80b8ad-80ed-4740-b805-6106e7bd12ba,IS300118,CID-042,fc80b8ad-80ed-4740-b805-6106e7bd12ba,2025-08-05,2025-09-04,1089.96,95.37,1185.33,Paid,SampleGen
INV-6b5bbfbc-be8f-493d-8440-8aac06851bb9,IS300119,CID-042,6b5bbfbc-be8f-493d-8440-8aac06851bb9,2026-03-28,2026-04-27,189.99,16.62,206.61,Paid,SampleGen
INV-022d1d12-f387-41c3-8241-cdc9c27d1b51,IS300120,CID-042,022d1d12-f387-41c3-8241-cdc9c27d1b51,2025-08-01,2025-08-31,2359.94,206.5,2566.44,Paid,SampleGen
INV-c3fa1abb-a8d4-4db0-a5e3-5fa9a1fdf93a,IS300121,CID-042,c3fa1abb-a8d4-4db0-a5e3-5fa9a1fdf93a,2025-05-14,2025-06-13,2299.95,201.25,2501.2,Paid,SampleGen
INV-d250dff2-7056-4503-ac3f-f97640a83889,IS300122,CID-043,d250dff2-7056-4503-ac3f-f97640a83889,2025-06-06,2025-07-06,299.99,26.25,326.24,Paid,SampleGen
INV-0614ece7-44f7-4cd5-929e-d710fc8aad20,IS300123,CID-044,0614ece7-44f7-4cd5-929e-d710fc8aad20,2026-01-03,2026-02-02,1499.97,131.25,1631.22,Paid,SampleGen
INV-17a21b0b-3008-4cb1-be32-d567f6cd94d2,IS300124,CID-044,17a21b0b-3008-4cb1-be32-d567f6cd94d2,2025-07-16,2025-08-15,429.97,37.62,467.59,Paid,SampleGen
INV-06631d4c-7577-401a-9b20-854ba6254ee5,IS300125,CID-045,06631d4c-7577-401a-9b20-854ba6254ee5,2025-01-11,2025-02-10,1849.95,161.87,2011.82,Paid,SampleGen
INV-fa6ab777-91c2-4561-96d1-3c15c908ae7f,IS300126,CID-045,fa6ab777-91c2-4561-96d1-3c15c908ae7f,2025-12-04,2026-01-03,1109.95,97.12,1207.07,Paid,SampleGen
INV-4db5446b-8247-4d5d-9f70-bc197e011f8b,IS300127,CID-046,4db5446b-8247-4d5d-9f70-bc197e011f8b,2025-11-16,2025-12-16,3059.94,267.74,3327.68,Paid,SampleGen
INV-89d034be-a745-4235-829d-4dcf8e24441c,IS300128,CID-046,89d034be-a745-4235-829d-4dcf8e24441c,2025-09-15,2025-10-15,719.97,63.0,782.97,Paid,SampleGen
INV-401f0a44-7033-4ee2-86f2-b30f6556d1d3,IS300129,CID-046,401f0a44-7033-4ee2-86f2-b30f6556d1d3,2025-01-02,2025-02-01,1999.95,175.0,2174.95,Paid,SampleGen
INV-1cccd04c-6216-45ca-963e-a654de01b8ca,IS300130,CID-046,1cccd04c-6216-45ca-963e-a654de01b8ca,2025-04-13,2025-05-13,1679.95,147.0,1826.95,Paid,SampleGen
INV-249afcda-d8b9-4b78-a251-ca9413df12be,IS300131,CID-047,249afcda-d8b9-4b78-a251-ca9413df12be,2026-03-27,2026-04-26,1339.93,117.25,1457.18,Paid,SampleGen
INV-22dd6548-311f-4316-a38d-73a757495264,IS300132,CID-047,22dd6548-311f-4316-a38d-73a757495264,2026-04-21,2026-05-21,1399.97,122.49,1522.46,Paid,SampleGen
