AccountID,AccountNumber,CustomerID,AccountType,AccountStatus,CreatedDate,ClosedDate,Balance,Currency,Description,CreatedBy
ACCT-Ski-CID-020,ACC-CID-020-Ski,CID-020,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-020 - Ski Channel,SampleGen
ACCT-Ski-CID-021,ACC-CID-021-Ski,CID-021,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-021 - Ski Channel,SampleGen
ACCT-Ski-CID-022,ACC-CID-022-Ski,CID-022,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-022 - Ski Channel,SampleGen
ACCT-Ski-CID-023,ACC-CID-023-Ski,CID-023,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-023 - Ski Channel,SampleGen
ACCT-Ski-CID-024,ACC-CID-024-Ski,CID-024,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-024 - Ski Channel,SampleGen
ACCT-Ski-CID-025,ACC-CID-025-Ski,CID-025,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-025 - Ski Channel,SampleGen
ACCT-Ski-CID-026,ACC-CID-026-Ski,CID-026,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-026 - Ski Channel,SampleGen
ACCT-Ski-CID-027,ACC-CID-027-Ski,CID-027,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-027 - Ski Channel,SampleGen
ACCT-Ski-CID-028,ACC-CID-028-Ski,CID-028,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-028 - Ski Channel,SampleGen
ACCT-Ski-CID-029,ACC-CID-029-Ski,CID-029,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-029 - Ski Channel,SampleGen
ACCT-Ski-CID-030,ACC-CID-030-Ski,CID-030,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-030 - Ski Channel,SampleGen
ACCT-Ski-CID-031,ACC-CID-031-Ski,CID-031,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-031 - Ski Channel,SampleGen
ACCT-Ski-CID-032,ACC-CID-032-Ski,CID-032,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-032 - Ski Channel,SampleGen
ACCT-Ski-CID-033,ACC-CID-033-Ski,CID-033,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-033 - Ski Channel,SampleGen
ACCT-Ski-CID-034,ACC-CID-034-Ski,CID-034,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-034 - Ski Channel,SampleGen
ACCT-Ski-CID-035,ACC-CID-035-Ski,CID-035,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-035 - Ski Channel,SampleGen
ACCT-Ski-CID-036,ACC-CID-036-Ski,CID-036,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-036 - Ski Channel,SampleGen
ACCT-Ski-CID-037,ACC-CID-037-Ski,CID-037,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-037 - Ski Channel,SampleGen
ACCT-Ski-CID-038,ACC-CID-038-Ski,CID-038,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-038 - Ski Channel,SampleGen
ACCT-Ski-CID-039,ACC-CID-039-Ski,CID-039,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-039 - Ski Channel,SampleGen
ACCT-Ski-CID-040,ACC-CID-040-Ski,CID-040,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-040 - Ski Channel,SampleGen
ACCT-Ski-CID-041,ACC-CID-041-Ski,CID-041,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-041 - Ski Channel,SampleGen
ACCT-Ski-CID-042,ACC-CID-042-Ski,CID-042,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-042 - Ski Channel,SampleGen
ACCT-Ski-CID-043,ACC-CID-043-Ski,CID-043,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-043 - Ski Channel,SampleGen
ACCT-Ski-CID-044,ACC-CID-044-Ski,CID-044,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-044 - Ski Channel,SampleGen
ACCT-Ski-CID-045,ACC-CID-045-Ski,CID-045,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-045 - Ski Channel,SampleGen
ACCT-Ski-CID-046,ACC-CID-046-Ski,CID-046,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-046 - Ski Channel,SampleGen
ACCT-Ski-CID-047,ACC-CID-047-Ski,CID-047,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-047 - Ski Channel,SampleGen
ACCT-Ski-CID-048,ACC-CID-048-Ski,CID-048,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-048 - Ski Channel,SampleGen
ACCT-Ski-CID-049,ACC-CID-049-Ski,CID-049,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-049 - Ski Channel,SampleGen
ACCT-Ski-CID-050,ACC-CID-050-Ski,CID-050,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-050 - Ski Channel,SampleGen
ACCT-Ski-CID-051,ACC-CID-051-Ski,CID-051,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-051 - Ski Channel,SampleGen
ACCT-Ski-CID-052,ACC-CID-052-Ski,CID-052,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-052 - Ski Channel,SampleGen
ACCT-Ski-CID-053,ACC-CID-053-Ski,CID-053,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-053 - Ski Channel,SampleGen
ACCT-Ski-CID-054,ACC-CID-054-Ski,CID-054,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-054 - Ski Channel,SampleGen
ACCT-Ski-CID-055,ACC-CID-055-Ski,CID-055,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-055 - Ski Channel,SampleGen
ACCT-Ski-CID-056,ACC-CID-056-Ski,CID-056,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-056 - Ski Channel,SampleGen
ACCT-Ski-CID-057,ACC-CID-057-Ski,CID-057,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-057 - Ski Channel,SampleGen
ACCT-Ski-CID-058,ACC-CID-058-Ski,CID-058,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-058 - Ski Channel,SampleGen
ACCT-Ski-CID-059,ACC-CID-059-Ski,CID-059,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-059 - Ski Channel,SampleGen
ACCT-Ski-CID-060,ACC-CID-060-Ski,CID-060,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-060 - Ski Channel,SampleGen
ACCT-Ski-CID-061,ACC-CID-061-Ski,CID-061,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-061 - Ski Channel,SampleGen
ACCT-Ski-CID-062,ACC-CID-062-Ski,CID-062,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-062 - Ski Channel,SampleGen
ACCT-Ski-CID-063,ACC-CID-063-Ski,CID-063,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-063 - Ski Channel,SampleGen
ACCT-Ski-CID-064,ACC-CID-064-Ski,CID-064,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-064 - Ski Channel,SampleGen
ACCT-Ski-CID-065,ACC-CID-065-Ski,CID-065,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-065 - Ski Channel,SampleGen
ACCT-Ski-CID-066,ACC-CID-066-Ski,CID-066,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-066 - Ski Channel,SampleGen
ACCT-Ski-CID-067,ACC-CID-067-Ski,CID-067,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-067 - Ski Channel,SampleGen
ACCT-Ski-CID-068,ACC-CID-068-Ski,CID-068,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-068 - Ski Channel,SampleGen
ACCT-Ski-CID-069,ACC-CID-069-Ski,CID-069,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-069 - Ski Channel,SampleGen
ACCT-Ski-CID-070,ACC-CID-070-Ski,CID-070,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-070 - Ski Channel,SampleGen
ACCT-Ski-CID-071,ACC-CID-071-Ski,CID-071,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-071 - Ski Channel,SampleGen
ACCT-Ski-CID-072,ACC-CID-072-Ski,CID-072,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-072 - Ski Channel,SampleGen
ACCT-Ski-CID-073,ACC-CID-073-Ski,CID-073,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-073 - Ski Channel,SampleGen
ACCT-Ski-CID-074,ACC-CID-074-Ski,CID-074,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-074 - Ski Channel,SampleGen
ACCT-Ski-CID-075,ACC-CID-075-Ski,CID-075,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-075 - Ski Channel,SampleGen
ACCT-Ski-CID-076,ACC-CID-076-Ski,CID-076,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-076 - Ski Channel,SampleGen
ACCT-Ski-CID-077,ACC-CID-077-Ski,CID-077,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-077 - Ski Channel,SampleGen
ACCT-Ski-CID-078,ACC-CID-078-Ski,CID-078,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-078 - Ski Channel,SampleGen
ACCT-Ski-CID-079,ACC-CID-079-Ski,CID-079,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-079 - Ski Channel,SampleGen
ACCT-Ski-CID-080,ACC-CID-080-Ski,CID-080,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-080 - Ski Channel,SampleGen
ACCT-Ski-CID-081,ACC-CID-081-Ski,CID-081,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-081 - Ski Channel,SampleGen
ACCT-Ski-CID-082,ACC-CID-082-Ski,CID-082,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-082 - Ski Channel,SampleGen
ACCT-Ski-CID-083,ACC-CID-083-Ski,CID-083,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-083 - Ski Channel,SampleGen
ACCT-Ski-CID-084,ACC-CID-084-Ski,CID-084,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-084 - Ski Channel,SampleGen
ACCT-Ski-CID-085,ACC-CID-085-Ski,CID-085,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-085 - Ski Channel,SampleGen
ACCT-Ski-CID-086,ACC-CID-086-Ski,CID-086,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-086 - Ski Channel,SampleGen
ACCT-Ski-CID-087,ACC-CID-087-Ski,CID-087,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-087 - Ski Channel,SampleGen
ACCT-Ski-CID-088,ACC-CID-088-Ski,CID-088,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-088 - Ski Channel,SampleGen
ACCT-Ski-CID-089,ACC-CID-089-Ski,CID-089,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-089 - Ski Channel,SampleGen
ACCT-Ski-CID-090,ACC-CID-090-Ski,CID-090,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-090 - Ski Channel,SampleGen
ACCT-Ski-CID-091,ACC-CID-091-Ski,CID-091,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-091 - Ski Channel,SampleGen
ACCT-Ski-CID-092,ACC-CID-092-Ski,CID-092,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-092 - Ski Channel,SampleGen
ACCT-Ski-CID-093,ACC-CID-093-Ski,CID-093,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-093 - Ski Channel,SampleGen
ACCT-Ski-CID-094,ACC-CID-094-Ski,CID-094,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-094 - Ski Channel,SampleGen
ACCT-Ski-CID-095,ACC-CID-095-Ski,CID-095,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-095 - Ski Channel,SampleGen
ACCT-Ski-CID-096,ACC-CID-096-Ski,CID-096,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-096 - Ski Channel,SampleGen
ACCT-Ski-CID-097,ACC-CID-097-Ski,CID-097,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-097 - Ski Channel,SampleGen
ACCT-Ski-CID-098,ACC-CID-098-Ski,CID-098,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-098 - Ski Channel,SampleGen
ACCT-Ski-CID-099,ACC-CID-099-Ski,CID-099,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-099 - Ski Channel,SampleGen
ACCT-Ski-CID-100,ACC-CID-100-Ski,CID-100,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-100 - Ski Channel,SampleGen
ACCT-Ski-CID-101,ACC-CID-101-Ski,CID-101,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-101 - Ski Channel,SampleGen
ACCT-Ski-CID-102,ACC-CID-102-Ski,CID-102,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-102 - Ski Channel,SampleGen
ACCT-Ski-CID-103,ACC-CID-103-Ski,CID-103,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-103 - Ski Channel,SampleGen
ACCT-Ski-CID-104,ACC-CID-104-Ski,CID-104,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-104 - Ski Channel,SampleGen
ACCT-Ski-CID-105,ACC-CID-105-Ski,CID-105,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-105 - Ski Channel,SampleGen
ACCT-Ski-CID-106,ACC-CID-106-Ski,CID-106,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-106 - Ski Channel,SampleGen
ACCT-Ski-CID-107,ACC-CID-107-Ski,CID-107,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-107 - Ski Channel,SampleGen
ACCT-Ski-CID-108,ACC-CID-108-Ski,CID-108,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-108 - Ski Channel,SampleGen
ACCT-Ski-CID-109,ACC-CID-109-Ski,CID-109,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-109 - Ski Channel,SampleGen
ACCT-Ski-CID-110,ACC-CID-110-Ski,CID-110,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-110 - Ski Channel,SampleGen
ACCT-Ski-CID-111,ACC-CID-111-Ski,CID-111,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-111 - Ski Channel,SampleGen
ACCT-Ski-CID-112,ACC-CID-112-Ski,CID-112,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-112 - Ski Channel,SampleGen
ACCT-Ski-CID-113,ACC-CID-113-Ski,CID-113,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-113 - Ski Channel,SampleGen
ACCT-Ski-CID-114,ACC-CID-114-Ski,CID-114,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-114 - Ski Channel,SampleGen
ACCT-Ski-CID-115,ACC-CID-115-Ski,CID-115,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-115 - Ski Channel,SampleGen
ACCT-Ski-CID-116,ACC-CID-116-Ski,CID-116,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-116 - Ski Channel,SampleGen
ACCT-Ski-CID-117,ACC-CID-117-Ski,CID-117,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-117 - Ski Channel,SampleGen
ACCT-Ski-CID-118,ACC-CID-118-Ski,CID-118,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-118 - Ski Channel,SampleGen
ACCT-Ski-CID-119,ACC-CID-119-Ski,CID-119,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-119 - Ski Channel,SampleGen
ACCT-Ski-CID-120,ACC-CID-120-Ski,CID-120,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-120 - Ski Channel,SampleGen
ACCT-Ski-CID-121,ACC-CID-121-Ski,CID-121,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-121 - Ski Channel,SampleGen
ACCT-Ski-CID-122,ACC-CID-122-Ski,CID-122,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-122 - Ski Channel,SampleGen
ACCT-Ski-CID-123,ACC-CID-123-Ski,CID-123,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-123 - Ski Channel,SampleGen
ACCT-Ski-CID-124,ACC-CID-124-Ski,CID-124,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-124 - Ski Channel,SampleGen
ACCT-Ski-CID-125,ACC-CID-125-Ski,CID-125,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-125 - Ski Channel,SampleGen
ACCT-Ski-CID-126,ACC-CID-126-Ski,CID-126,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-126 - Ski Channel,SampleGen
ACCT-Ski-CID-127,ACC-CID-127-Ski,CID-127,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-127 - Ski Channel,SampleGen
ACCT-Ski-CID-128,ACC-CID-128-Ski,CID-128,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-128 - Ski Channel,SampleGen
ACCT-Ski-CID-129,ACC-CID-129-Ski,CID-129,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-129 - Ski Channel,SampleGen
ACCT-Ski-CID-130,ACC-CID-130-Ski,CID-130,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-130 - Ski Channel,SampleGen
ACCT-Ski-CID-131,ACC-CID-131-Ski,CID-131,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-131 - Ski Channel,SampleGen
ACCT-Ski-CID-132,ACC-CID-132-Ski,CID-132,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-132 - Ski Channel,SampleGen
ACCT-Ski-CID-133,ACC-CID-133-Ski,CID-133,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-133 - Ski Channel,SampleGen
ACCT-Ski-CID-134,ACC-CID-134-Ski,CID-134,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-134 - Ski Channel,SampleGen
ACCT-Ski-CID-135,ACC-CID-135-Ski,CID-135,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-135 - Ski Channel,SampleGen
ACCT-Ski-CID-136,ACC-CID-136-Ski,CID-136,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-136 - Ski Channel,SampleGen
ACCT-Ski-CID-137,ACC-CID-137-Ski,CID-137,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-137 - Ski Channel,SampleGen
ACCT-Ski-CID-138,ACC-CID-138-Ski,CID-138,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-138 - Ski Channel,SampleGen
ACCT-Ski-CID-139,ACC-CID-139-Ski,CID-139,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-139 - Ski Channel,SampleGen
ACCT-Ski-CID-140,ACC-CID-140-Ski,CID-140,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-140 - Ski Channel,SampleGen
ACCT-Ski-CID-141,ACC-CID-141-Ski,CID-141,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-141 - Ski Channel,SampleGen
ACCT-Ski-CID-142,ACC-CID-142-Ski,CID-142,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-142 - Ski Channel,SampleGen
ACCT-Ski-CID-143,ACC-CID-143-Ski,CID-143,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-143 - Ski Channel,SampleGen
ACCT-Ski-CID-144,ACC-CID-144-Ski,CID-144,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-144 - Ski Channel,SampleGen
ACCT-Ski-CID-145,ACC-CID-145-Ski,CID-145,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-145 - Ski Channel,SampleGen
ACCT-Ski-CID-146,ACC-CID-146-Ski,CID-146,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-146 - Ski Channel,SampleGen
ACCT-Ski-CID-147,ACC-CID-147-Ski,CID-147,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-147 - Ski Channel,SampleGen
ACCT-Ski-CID-148,ACC-CID-148-Ski,CID-148,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-148 - Ski Channel,SampleGen
ACCT-Ski-CID-149,ACC-CID-149-Ski,CID-149,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-149 - Ski Channel,SampleGen
ACCT-Ski-CID-150,ACC-CID-150-Ski,CID-150,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-150 - Ski Channel,SampleGen
ACCT-Ski-CID-151,ACC-CID-151-Ski,CID-151,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-151 - Ski Channel,SampleGen
ACCT-Ski-CID-152,ACC-CID-152-Ski,CID-152,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-152 - Ski Channel,SampleGen
ACCT-Ski-CID-153,ACC-CID-153-Ski,CID-153,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-153 - Ski Channel,SampleGen
ACCT-Ski-CID-154,ACC-CID-154-Ski,CID-154,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-154 - Ski Channel,SampleGen
ACCT-Ski-CID-155,ACC-CID-155-Ski,CID-155,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-155 - Ski Channel,SampleGen
ACCT-Ski-CID-156,ACC-CID-156-Ski,CID-156,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-156 - Ski Channel,SampleGen
ACCT-Ski-CID-157,ACC-CID-157-Ski,CID-157,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-157 - Ski Channel,SampleGen
ACCT-Ski-CID-158,ACC-CID-158-Ski,CID-158,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-158 - Ski Channel,SampleGen
ACCT-Ski-CID-159,ACC-CID-159-Ski,CID-159,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-159 - Ski Channel,SampleGen
ACCT-Ski-CID-160,ACC-CID-160-Ski,CID-160,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-160 - Ski Channel,SampleGen
ACCT-Ski-CID-161,ACC-CID-161-Ski,CID-161,Receivable,Active,2025-01-01,,0.0,USD,Accounts Receivable for Customer CID-161 - Ski Channel,SampleGen
