OrderID,ProductLineName,OrderNumber,CustomerID,CustomerAccountID,OrderDate,OrderStatus,SubTotal,TaxAmount,OrderTotal,PaymentMethod,IsoCurrencyCode,CreatedBy
6f4727f1-2774-4451-af78-338cce31cd94,Ski,S300029,CID-010,CA-0935,2026-03-03,Completed,2839.96,248.5,3088.46,VISA,USD,SampleGen
b61bad09-0433-4247-807e-11da93630a3c,Ski,S300030,CID-010,CA-0935,2025-05-08,Completed,3619.95,316.75,3936.7,Discover,USD,SampleGen
03f14316-cd7f-48d4-aaa7-72be117c59d7,Ski,S300031,CID-010,CA-0935,2026-02-23,Completed,1619.94,141.75,1761.69,Discover,USD,SampleGen
d8cb6411-d337-4e20-91a4-1893ed8d45ef,Ski,S300032,CID-010,CA-0935,2025-04-26,Completed,1659.95,145.25,1805.2,MC,USD,SampleGen
32b33207-6442-429c-9879-f11360547ce9,Ski,S300033,CID-011,CA-0936,2025-03-20,Completed,1299.98,113.75,1413.73,AmEx,USD,SampleGen
b113f256-b297-4ea8-811b-f51c564587f8,Ski,S300034,CID-011,CA-0936,2025-11-26,Pending,499.98,43.75,543.73,PayPal,USD,SampleGen
709f29e1-b1ed-4b88-a44e-ae822ed0bdc9,Ski,S300035,CID-012,CA-0937,2026-02-18,Completed,4469.94,391.12,4861.06,MC,USD,SampleGen
288b9891-9a6e-4edb-b468-8864f72294a4,Ski,S300036,CID-012,CA-0937,2026-03-12,Completed,149.99,13.12,163.11,VISA,USD,SampleGen
97aab011-b3ca-4d58-af92-489fa4ff1c70,Ski,S300037,CID-013,CA-0938,2025-05-12,Completed,4239.92,371.0,4610.92,VISA,USD,SampleGen
36afda0c-f144-40df-b67c-4c97060752ea,Ski,S300038,CID-013,CA-0938,2025-07-24,Pending,1119.95,98.0,1217.95,MC,USD,SampleGen
a3000ddd-c73c-46a5-baaa-8c92a3bafc63,Ski,S300039,CID-013,CA-0938,2025-09-29,Shipped,3119.93,273.0,3392.93,PayPal,USD,SampleGen
077ea741-106b-481b-bcc1-fa2d115d3410,Ski,S300040,CID-013,CA-0938,2025-02-11,Completed,114.98,10.06,125.04,MC,USD,SampleGen
72a37b05-8d0e-44dc-9dc2-2fc8d03b99f3,Ski,S300041,CID-014,CA-0939,2025-01-18,Pending,699.98,61.24,761.22,PayPal,USD,SampleGen
fe2d7859-8cd9-4d59-835f-8e8772fbeeee,Ski,S300042,CID-014,CA-0939,2025-07-27,Cancelled,1349.96,118.12,1468.08,VISA,USD,SampleGen
98381ad9-a49e-4b1c-b2fd-a145c4724ac5,Ski,S300043,CID-015,CA-0940,2026-04-10,Completed,949.96,83.12,1033.08,AmEx,USD,SampleGen
ceb3ad0c-43ad-492b-895c-95bd6c870d47,Ski,S300044,CID-015,CA-0940,2025-10-15,Completed,1249.97,109.37,1359.34,VISA,USD,SampleGen
22d31172-561a-42de-b915-69284e4a59bc,Ski,S300045,CID-016,CA-0941,2025-08-31,Completed,3079.94,269.5,3349.44,VISA,USD,SampleGen
ab77f0ce-eff5-42a7-bdd1-7446eac17455,Ski,S300046,CID-016,CA-0941,2025-08-08,Shipped,379.98,33.25,413.23,Discover,USD,SampleGen
dbb58304-2c07-4a91-88bc-6e18e7ff6685,Ski,S300047,CID-017,CA-0942,2025-10-21,Completed,2399.95,210.0,2609.95,VISA,USD,SampleGen
e520b70f-bf4e-4f72-b166-8d5e93d79ffd,Ski,S300048,CID-017,CA-0942,2026-04-16,Completed,759.94,66.5,826.44,PayPal,USD,SampleGen
383883ae-18ff-4bd1-9747-abcfe4339fb2,Ski,S300049,CID-017,CA-0942,2025-10-21,Cancelled,2459.94,215.25,2675.19,PayPal,USD,SampleGen
3d1704da-6e48-4aa6-9ff1-4df19e862f93,Ski,S300050,CID-017,CA-0942,2025-11-30,Completed,729.98,63.87,793.85,MC,USD,SampleGen
c1fa27a4-69db-49a7-8cd8-34f081e9db72,Ski,S300051,CID-017,CA-0942,2025-03-25,Shipped,879.96,77.0,956.96,MC,USD,SampleGen
45a02059-d36e-4064-b73b-a69918113f8a,Ski,S300052,CID-017,CA-0942,2025-12-19,Completed,939.97,82.25,1022.22,AmEx,USD,SampleGen
483df665-83b8-45f8-8010-248ef4edc618,Ski,S300053,CID-017,CA-0942,2025-06-17,Cancelled,3349.93,293.12,3643.05,Discover,USD,SampleGen
a4f6cb67-0700-47f1-8e5f-03606675a393,Ski,S300054,CID-018,CA-0943,2026-02-15,Cancelled,2899.93,253.75,3153.68,PayPal,USD,SampleGen
7fd6f3fd-f011-43c9-ad9b-078f28693820,Ski,S300055,CID-018,CA-0943,2025-10-20,Completed,679.94,59.5,739.44,VISA,USD,SampleGen
3c872226-c8a1-438e-9ded-6a040460fa78,Ski,S300056,CID-018,CA-0943,2026-01-26,Completed,2249.97,196.87,2446.84,MC,USD,SampleGen
29bc313e-8db6-4718-a950-7ce4eb184952,Ski,S300057,CID-019,CA-0944,2025-02-18,Completed,3629.93,317.62,3947.55,VISA,USD,SampleGen
3b200ed2-5ace-44c9-a717-123bdff4600d,Ski,S300058,CID-019,CA-0944,2025-01-26,Pending,799.98,70.0,869.98,MC,USD,SampleGen
484a2ddd-7dec-48eb-b75a-e9d1bd3b00bf,Ski,S300059,CID-019,CA-0944,2025-04-19,Completed,159.98,14.0,173.98,Discover,USD,SampleGen
fed33dc0-ee23-476f-840f-3d1661c2105d,Ski,S300060,CID-019,CA-0944,2025-08-17,Completed,1199.97,105.0,1304.97,VISA,USD,SampleGen
8d06a65e-9c6a-4660-970d-d2bf87c9e4f9,Ski,S300061,CID-019,CA-0944,2025-03-17,Completed,449.99,39.37,489.36,MC,USD,SampleGen
63f9979d-ab3b-4e08-b755-e23485a9933e,Ski,S300062,CID-019,CA-0944,2025-05-09,Completed,79.99,7.0,86.99,VISA,USD,SampleGen
38d3bac4-5629-4249-8933-5caf2cd9e730,Ski,S300063,CID-020,CA-0945,2025-04-30,Completed,1319.95,115.49,1435.44,MC,USD,SampleGen
9051d927-6b4f-4ba9-8531-f38321ab5f4f,Ski,S300064,CID-020,CA-0945,2025-10-13,Completed,1099.97,96.25,1196.22,VISA,USD,SampleGen
937ffb65-ca59-4de6-9bff-07fa8f5a3247,Ski,S300065,CID-020,CA-0945,2025-04-30,Completed,799.98,70.0,869.98,VISA,USD,SampleGen
118a26e3-1d18-4160-8879-dde6468d6f73,Ski,S300066,CID-020,CA-0945,2026-03-19,Completed,1099.98,96.25,1196.23,VISA,USD,SampleGen
63994f7c-14a3-4158-8431-f34fcb3ae9e5,Ski,S300067,CID-020,CA-0945,2025-06-19,Completed,859.93,75.25,935.18,VISA,USD,SampleGen
20f3c4b8-ea47-4c1f-8c5c-fe74b678bc05,Ski,S300068,CID-020,CA-0945,2026-04-20,Completed,439.97,38.5,478.47,AmEx,USD,SampleGen
2656b575-bad0-4cf5-bfed-58b3012473c9,Ski,S300069,CID-020,CA-0945,2025-05-24,Completed,1749.97,153.12,1903.09,VISA,USD,SampleGen
fa964fb0-93c3-451b-a7ca-8b6cfd11ca08,Ski,S300070,CID-021,CA-0946,2025-12-16,Completed,1199.97,105.0,1304.97,MC,USD,SampleGen
bf2f2c48-5175-4887-843c-72c72490f1b4,Ski,S300071,CID-021,CA-0946,2025-10-21,Completed,979.97,85.74,1065.71,MC,USD,SampleGen
5df8b494-092c-4f7c-9e7d-83aa89cdd5d5,Ski,S300072,CID-021,CA-0946,2026-04-29,Completed,189.99,16.62,206.61,MC,USD,SampleGen
e0cda196-f542-4db4-8250-582b94df539f,Ski,S300073,CID-021,CA-0946,2025-05-04,Completed,2069.95,181.12,2251.07,PayPal,USD,SampleGen
5ac2c28b-edf0-4e6f-90ff-28dc810928ef,Ski,S300074,CID-022,CA-0947,2025-02-09,Completed,2449.94,214.37,2664.31,PayPal,USD,SampleGen
200fd94f-4810-4ed1-bff0-8479f1131c04,Ski,S300075,CID-022,CA-0947,2025-10-21,Completed,59.99,5.25,65.24,VISA,USD,SampleGen
98c4e8a8-33d3-4e4a-9349-977b94215930,Ski,S300076,CID-022,CA-0947,2025-11-01,Completed,3719.92,325.5,4045.42,AmEx,USD,SampleGen
93b419e3-2b28-4a4c-b1de-241f8e169175,Ski,S300077,CID-022,CA-0947,2025-11-24,Shipped,1549.95,135.62,1685.57,VISA,USD,SampleGen
c227bc7e-963d-48ce-9490-4072f76265c7,Ski,S300078,CID-023,CA-0948,2026-04-09,Completed,2769.94,242.37,3012.31,VISA,USD,SampleGen
e420b6ac-d866-48a3-addb-9fdbb9a6cd3e,Ski,S300079,CID-023,CA-0948,2025-01-13,Completed,2719.93,238.0,2957.93,AmEx,USD,SampleGen
bc091205-0db9-4957-bae9-2ffae9cf59b3,Ski,S300080,CID-023,CA-0948,2026-01-05,Completed,449.99,39.37,489.36,VISA,USD,SampleGen
47bf1300-a036-4ed4-ad73-d1a08dae5cfc,Ski,S300081,CID-024,CA-0949,2025-05-14,Completed,1249.94,109.37,1359.31,PayPal,USD,SampleGen
3d32954c-9a98-47cc-812b-da3a2a1a6c2a,Ski,S300082,CID-024,CA-0949,2025-01-05,Cancelled,1879.94,164.49,2044.43,PayPal,USD,SampleGen
0a07322b-59af-4a46-9cbc-bd565d2f16a8,Ski,S300083,CID-025,CA-0950,2025-04-28,Completed,3119.94,273.0,3392.94,PayPal,USD,SampleGen
a010a851-c52b-4731-ab20-01ab33d7d906,Ski,S300084,CID-025,CA-0950,2025-10-05,Shipped,239.98,21.0,260.98,PayPal,USD,SampleGen
ad9a890e-c10d-4a74-80ef-73d0382c368d,Ski,S300085,CID-026,CA-0951,2025-12-30,Cancelled,1549.97,135.62,1685.59,MC,USD,SampleGen
ea8b0da2-4982-461f-b85e-558c7f2e54b4,Ski,S300086,CID-026,CA-0951,2025-01-17,Completed,949.97,83.11,1033.08,AmEx,USD,SampleGen
f3c0aeca-ee01-4f6c-bc51-87c2e750bf9f,Ski,S300087,CID-027,CA-0952,2025-08-19,Completed,249.98,21.87,271.85,Discover,USD,SampleGen
24ef8892-69c1-4964-afb3-18147e130ef8,Ski,S300088,CID-028,CA-0953,2025-08-27,Pending,3109.93,272.12,3382.05,VISA,USD,SampleGen
73dd4a75-fc0c-4121-8d1d-2f6fd7112b95,Ski,S300089,CID-028,CA-0953,2025-01-10,Completed,1859.96,162.75,2022.71,VISA,USD,SampleGen
6001d98f-928f-4728-86ab-b3b34e257649,Ski,S300090,CID-028,CA-0953,2025-09-06,Completed,799.98,69.99,869.97,AmEx,USD,SampleGen
ea38dbcd-6c03-4ac6-a034-3f89521b8062,Ski,S300091,CID-028,CA-0953,2025-07-06,Completed,299.98,26.25,326.23,VISA,USD,SampleGen
c10204e6-b8a5-4d68-b241-42d0fbbdd40f,Ski,S300092,CID-028,CA-0953,2025-01-09,Completed,1949.97,170.62,2120.59,MC,USD,SampleGen
070e1720-de81-4828-866a-33fe1f439a64,Ski,S300093,CID-028,CA-0953,2025-09-12,Completed,579.97,50.74,630.71,VISA,USD,SampleGen
8da92edc-8ede-45c4-b9f2-58421d3cef48,Ski,S300094,CID-028,CA-0953,2025-09-29,Completed,2779.97,243.25,3023.22,AmEx,USD,SampleGen
c2630dd6-6287-430a-9d66-f0e648e8179a,Ski,S300095,CID-029,CA-0954,2025-07-19,Completed,159.98,14.0,173.98,PayPal,USD,SampleGen
c127edde-8756-4c0d-81a8-a5765454d50c,Ski,S300096,CID-029,CA-0954,2025-10-10,Shipped,2349.93,205.62,2555.55,VISA,USD,SampleGen
d5d5fb77-eb5b-46ca-aa6a-5b24a5def5fd,Ski,S300097,CID-029,CA-0954,2025-08-25,Completed,3219.93,281.75,3501.68,VISA,USD,SampleGen
9023c009-a59b-44fe-9e0f-2dc11c801730,Ski,S300098,CID-030,CA-0955,2026-01-29,Completed,3149.94,275.62,3425.56,PayPal,USD,SampleGen
d8e25467-6b93-43bb-8c58-a0d3117951a3,Ski,S300099,CID-030,CA-0955,2026-04-03,Pending,1699.96,148.75,1848.71,AmEx,USD,SampleGen
bb8283e7-d73b-4dac-bb0c-2b4da95c784e,Ski,S300100,CID-031,CA-0956,2025-11-23,Cancelled,559.95,48.99,608.94,MC,USD,SampleGen
fcdf885f-86a3-4c46-8aad-3b16311af03b,Ski,S300101,CID-031,CA-0956,2025-09-20,Shipped,1229.96,107.62,1337.58,MC,USD,SampleGen
b1b2af45-f83d-4329-9b1c-fb11c081d03d,Ski,S300102,CID-031,CA-0956,2026-01-27,Completed,3509.93,307.12,3817.05,Discover,USD,SampleGen
87f795a7-c817-4f29-bd58-9859ae4ba134,Ski,S300103,CID-032,CA-0957,2025-06-21,Completed,1089.94,95.37,1185.31,VISA,USD,SampleGen
2379a321-8886-4f54-9f1a-69a916b63f98,Ski,S300104,CID-032,CA-0957,2025-05-22,Completed,1524.94,133.43,1658.37,MC,USD,SampleGen
0238da08-c5c0-48d5-8fb1-951a1895add2,Ski,S300105,CID-032,CA-0957,2026-02-02,Completed,1159.98,101.5,1261.48,VISA,USD,SampleGen
52456d9c-4e22-4b49-9859-59859c6acd6d,Ski,S300106,CID-032,CA-0957,2025-11-17,Completed,2839.94,248.49,3088.43,VISA,USD,SampleGen
a27d8900-81d2-41df-8a38-99919b0ffe57,Ski,S300107,CID-033,CA-0958,2026-01-09,Pending,2299.95,201.25,2501.2,MC,USD,SampleGen
cd868809-220e-45e7-acb5-e2ad6f7f1f0b,Ski,S300108,CID-034,CA-0959,2025-01-21,Completed,649.99,56.87,706.86,VISA,USD,SampleGen
d7544794-6472-40bd-8409-7da937c999cc,Ski,S300109,CID-035,CA-0960,2026-03-06,Completed,879.96,76.99,956.95,PayPal,USD,SampleGen
178f7e5e-0c26-4d08-9f71-348ee4a2b4f5,Ski,S300110,CID-036,CA-0961,2025-05-13,Completed,929.97,81.37,1011.34,VISA,USD,SampleGen
939e8505-8718-49c7-822c-84ce21cb30d5,Ski,S300111,CID-036,CA-0961,2025-11-23,Completed,1349.96,118.12,1468.08,AmEx,USD,SampleGen
926f42a3-5c8f-4a04-8374-3fbb847d19dc,Ski,S300112,CID-036,CA-0961,2025-03-19,Completed,989.95,86.61,1076.56,AmEx,USD,SampleGen
70ac1336-07c8-4f30-b843-1ee4feb6dd28,Ski,S300113,CID-036,CA-0961,2026-02-13,Completed,1739.97,152.25,1892.22,VISA,USD,SampleGen
44631ef9-0e13-4a0e-a2a0-38dd6e09424e,Ski,S300114,CID-037,CA-0962,2025-12-11,Completed,1899.94,166.25,2066.19,AmEx,USD,SampleGen
430a02c1-8f86-4fb5-b524-c86a651e37c2,Ski,S300115,CID-037,CA-0962,2025-01-21,Completed,1799.97,157.5,1957.47,VISA,USD,SampleGen
744a7a57-1fb1-411a-b570-8d15a015dbd2,Ski,S300116,CID-037,CA-0962,2025-07-10,Completed,1539.93,134.75,1674.68,AmEx,USD,SampleGen
1603e532-a404-4a39-9ae9-e9233a44bbea,Ski,S300117,CID-037,CA-0962,2025-11-29,Completed,1319.96,115.5,1435.46,PayPal,USD,SampleGen
b82cad23-7644-4c21-badf-2d9e5a9c9ba3,Ski,S300118,CID-038,CA-0963,2025-08-27,Completed,1499.96,131.25,1631.21,VISA,USD,SampleGen
8945a2e1-661f-4493-a7ce-13935729bbc0,Ski,S300119,CID-038,CA-0963,2025-11-11,Completed,759.96,66.5,826.46,VISA,USD,SampleGen
9df981f5-2f6c-4cae-99a7-99c1d445cbcb,Ski,S300120,CID-038,CA-0963,2025-01-04,Completed,2859.93,250.25,3110.18,MC,USD,SampleGen
2f12e8cb-4696-432c-8b9e-b2ee53892c20,Ski,S300121,CID-039,CA-0964,2025-01-16,Completed,899.98,78.75,978.73,MC,USD,SampleGen
99f23994-ab97-4836-8615-01203a25bdca,Ski,S300122,CID-039,CA-0964,2025-10-21,Shipped,729.98,63.87,793.85,VISA,USD,SampleGen
9696ad6e-4eb5-4142-8fe7-f6b559ddf314,Ski,S300123,CID-039,CA-0964,2025-02-03,Completed,299.98,26.25,326.23,AmEx,USD,SampleGen
5ecc388f-c525-4892-a194-94604825dd67,Ski,S300124,CID-039,CA-0964,2026-02-27,Completed,1899.95,166.24,2066.19,Discover,USD,SampleGen
15ecfbe6-8893-4159-9fe7-e36575a2714c,Ski,S300125,CID-039,CA-0964,2025-03-01,Completed,3639.95,318.5,3958.45,PayPal,USD,SampleGen
1381c913-0145-42f2-aeaf-f85ff90737cc,Ski,S300126,CID-039,CA-0964,2025-09-14,Completed,5019.92,439.25,5459.17,AmEx,USD,SampleGen
00934ae5-de61-4037-a042-7e3c8d8c9fd4,Ski,S300127,CID-040,CA-0965,2025-06-26,Completed,679.95,59.5,739.45,AmEx,USD,SampleGen
dfe45770-fb46-4eac-8baf-c63706aec5fe,Ski,S300128,CID-040,CA-0965,2025-08-17,Pending,199.98,17.5,217.48,MC,USD,SampleGen
d682d279-bf70-43d7-a679-efd153a42a45,Ski,S300129,CID-040,CA-0965,2025-11-24,Completed,899.97,78.75,978.72,VISA,USD,SampleGen
4d6bd2a3-4ee6-4107-bbde-d0f01e9137b0,Ski,S300130,CID-040,CA-0965,2026-03-08,Completed,2259.94,197.75,2457.69,VISA,USD,SampleGen
8ed9b80c-b94d-4113-afce-09e0c4833ddb,Ski,S300131,CID-041,CA-0966,2025-12-01,Completed,1349.98,118.12,1468.1,VISA,USD,SampleGen
2732d5d7-25d1-4c02-9d82-5467547f0040,Ski,S300132,CID-041,CA-0966,2025-01-11,Completed,2559.95,224.0,2783.95,PayPal,USD,SampleGen
265ab394-d6e1-48ba-992f-509f0b0137da,Ski,S300133,CID-041,CA-0966,2025-11-21,Completed,2129.96,186.37,2316.33,VISA,USD,SampleGen
3573c21b-4907-4926-95d2-0cc0673ac758,Ski,S300134,CID-042,CA-0967,2025-02-02,Completed,1369.93,119.87,1489.8,VISA,USD,SampleGen
876acfc8-5a6d-4138-be0e-2fd84319b9af,Ski,S300135,CID-042,CA-0967,2025-10-28,Completed,2059.96,180.25,2240.21,AmEx,USD,SampleGen
40c35be0-e5c6-44c0-b341-9395d8d9527e,Ski,S300136,CID-042,CA-0967,2025-07-04,Pending,539.96,47.25,587.21,VISA,USD,SampleGen
f45bad14-2ef7-48f2-9ce9-740d7e002794,Ski,S300137,CID-042,CA-0967,2026-04-20,Completed,4049.93,354.37,4404.3,MC,USD,SampleGen
6197b1cd-fbde-4232-b63a-8a5a30fd099b,Ski,S300138,CID-042,CA-0967,2025-07-17,Completed,79.99,7.0,86.99,VISA,USD,SampleGen
446075b6-1fb8-4780-86b3-68083105b2ef,Ski,S300139,CID-042,CA-0967,2026-04-12,Cancelled,379.97,33.25,413.22,MC,USD,SampleGen
3f645018-97d4-498d-9a0f-ff86984ae95a,Ski,S300140,CID-043,CA-0968,2025-09-09,Completed,2849.96,249.37,3099.33,AmEx,USD,SampleGen
fc871745-0a2b-4d97-bbe6-0bb5d03b1f69,Ski,S300141,CID-043,CA-0968,2025-11-17,Completed,1949.98,170.62,2120.6,VISA,USD,SampleGen
de209c0a-b2ee-4e0d-9d55-b046e1d714bb,Ski,S300142,CID-044,CA-0969,2025-02-07,Completed,1149.96,100.62,1250.58,VISA,USD,SampleGen
efae7af5-430e-4ad7-8227-12d0c96b1a12,Ski,S300143,CID-044,CA-0969,2025-06-06,Completed,359.97,31.5,391.47,PayPal,USD,SampleGen
02571f7d-d4a0-4fe7-9878-31a66cb511d7,Ski,S300144,CID-045,CA-0970,2025-11-10,Completed,749.98,65.62,815.6,AmEx,USD,SampleGen
67b3dee9-d978-4f98-996c-f6c93fd7d3e3,Ski,S300145,CID-045,CA-0970,2025-03-08,Completed,649.99,56.87,706.86,VISA,USD,SampleGen
013993d2-0c63-4545-9bb8-5e438bc70c4c,Ski,S300146,CID-046,CA-0971,2025-07-28,Completed,1019.97,89.25,1109.22,VISA,USD,SampleGen
0d83096f-1384-4ec6-8b45-0fc4fed0a309,Ski,S300147,CID-046,CA-0971,2025-11-05,Completed,1179.96,103.25,1283.21,MC,USD,SampleGen
be49c2f3-0469-4755-8746-13e89ccf2fc4,Ski,S300148,CID-046,CA-0971,2025-08-21,Completed,2519.95,220.49,2740.44,AmEx,USD,SampleGen
8d6c02c0-3241-4e6a-8a8d-27f2059ed653,Ski,S300149,CID-047,CA-0972,2025-10-13,Shipped,2889.93,252.87,3142.8,Discover,USD,SampleGen
61745f40-26f0-40f6-894c-8a16cfb77092,Ski,S300150,CID-047,CA-0972,2025-05-04,Completed,739.96,64.75,804.71,VISA,USD,SampleGen
b7802346-afed-415a-852e-5b8f3da996ca,Ski,S300151,CID-047,CA-0972,2026-02-13,Completed,2059.96,180.25,2240.21,AmEx,USD,SampleGen
08056a74-ab8b-4b92-b881-df5ea8ba2fb6,Ski,S300152,CID-048,CA-0973,2025-10-26,Completed,1549.96,135.62,1685.58,VISA,USD,SampleGen
a9a6e968-0242-4225-a3de-2a306306c7f7,Ski,S300153,CID-048,CA-0973,2026-04-15,Completed,1609.94,140.87,1750.81,AmEx,USD,SampleGen
639e91d0-37f4-406d-a216-df2360dd828e,Ski,S300154,CID-049,CA-0974,2026-01-29,Pending,2859.92,250.25,3110.17,AmEx,USD,SampleGen
62c19abe-2ab5-4b74-81f7-f903012a19c8,Ski,S300155,CID-050,CA-0975,2025-06-28,Completed,399.99,35.0,434.99,VISA,USD,SampleGen
8886c489-e78e-414c-8c59-44f649768454,Ski,S300156,CID-050,CA-0975,2025-09-12,Completed,2499.94,218.75,2718.69,AmEx,USD,SampleGen
3e25bce0-4385-486c-b74b-15c48f63cbe4,Ski,S300157,CID-051,CA-0976,2026-02-15,Completed,1439.96,126.0,1565.96,VISA,USD,SampleGen
ec82a8e1-48c4-4e7e-92be-2bba890807cd,Ski,S300158,CID-051,CA-0976,2025-12-22,Completed,5129.95,448.87,5578.82,Discover,USD,SampleGen
7cf591b3-ad0f-47e3-9f77-787a72c6eaa7,Ski,S300159,CID-052,CA-0977,2025-08-13,Completed,2359.93,206.5,2566.43,AmEx,USD,SampleGen
05b45d6b-95c6-4d1e-a918-f2025a63d4b3,Ski,S300160,CID-052,CA-0977,2025-05-05,Completed,829.95,72.62,902.57,AmEx,USD,SampleGen
6b1af93a-8ee2-4fdd-9d7c-62492ab32278,Ski,S300161,CID-053,CA-0978,2025-12-02,Completed,5099.93,446.25,5546.18,VISA,USD,SampleGen
1bfde45b-8def-4fdb-ac07-13167001226d,Ski,S300162,CID-054,CA-0979,2025-01-19,Completed,1609.94,140.87,1750.81,Discover,USD,SampleGen
fa70742e-ba02-4f6a-9afa-7a65fe427a0a,Ski,S300163,CID-054,CA-0979,2026-01-03,Completed,2329.96,203.86,2533.82,Discover,USD,SampleGen
f0cab128-5201-4e15-8e28-a7b483d3bb65,Ski,S300164,CID-054,CA-0979,2025-01-10,Pending,2199.95,192.5,2392.45,VISA,USD,SampleGen
